gene_id	ont_name
23005	inherited renal tubular disease
23005	Mendelian disease
23005	urinary system disorder
23005	disease or disorder
23005	autosomal genetic disease
23005	nephronophthisis
23005	autosomal recessive disease
23005	nephropathy-associated ciliopathy
23005	ciliopathy
23005	syndromic disease
29899	prelingual non-syndromic genetic hearing loss
29899	inherited auditory system disease
29899	nonsyndromic genetic hearing loss
29899	hearing loss disorder
29899	Mendelian disease
29899	postlingual non-syndromic genetic hearing loss
29899	hearing disorder
29899	disease or disorder
29899	autosomal genetic disease
29899	perceptual disorders
29899	auditory system disorder
29899	nervous system disorder
29899	autosomal recessive disease
29899	genetic nervous system disorder
29899	developmental defect during embryogenesis
29899	syndromic disease
29899	disorder of development or morphogenesis
29899	syndromic genetic hearing loss
342035	developmental defect during embryogenesis
342035	Mendelian disease
342035	disease or disorder
342035	arthrogryposis syndrome
342035	lethal congenital contracture syndrome
342035	congenital limb malformation
342035	disorder of development or morphogenesis
64857	disease or disorder
64857	Mendelian disease
91624	familial dilated cardiomyopathy
91624	muscle tissue disorder
91624	familial cardiomyopathy
91624	cardiovascular disorder
91624	Mendelian disease
91624	heart disorder
91624	musculoskeletal system disorder
91624	disease or disorder
91624	cardiomyopathy
91624	intrinsic cardiomyopathy
91624	muscular disorder
91624	dilated cardiomyopathy
91624	hypertrophic cardiomyopathy
91624	familial hypertrophic cardiomyopathy
51601	inherited lipid metabolism disorder
51601	developmental defect during embryogenesis
51601	inherited lipoic acid biosynthesis defect
51601	disease or disorder
51601	sulfur metabolism disease
51601	inborn disorder of energy metabolism
51601	mineral metabolism disease
51601	inborn errors of metabolism
51601	metabolic disease
51601	disorder of organic acid metabolism
51601	inborn disorder of amino acid and other organic acid metabolism
51601	Mendelian disease
51601	inherited organic acidemia
51601	inherited fatty acid metabolism disorder
51601	developmental anomaly of metabolic origin
51601	disorder of development or morphogenesis
51601	mitochondrial disease
51601	inborn mitochondrial metabolism disorder
51601	peripheral nervous system disorder
51601	genetic peripheral neuropathy
51601	mitochondrial oxidative phosphorylation disorder
51601	neurometabolic disease
51601	eye disorder
51601	brain disorder
51601	oculomotor nerve paralysis
51601	cranial nerve palsy
51601	third cranial nerve disorder
51601	central nervous system disorder
51601	nervous system disorder
51601	neuro-ophthalmological disease
51601	disorder of visual system
51601	genetic nervous system disorder
51601	cranial nerve neuropathy
51601	face disorder
51601	neuromuscular disease
51601	peripheral neuropathy
51601	supranuclear oculomotor palsy
51601	disorder of orbital region
51601	head disorder
51601	Leigh syndrome
64801	inherited lipid metabolism disorder
64801	developmental and epileptic encephalopathy
64801	disorder of glycosylation
64801	epilepsy syndrome
64801	congenital nervous system disorder
64801	disease or disorder
64801	congenital disorder of glycosylation
64801	complex neurodevelopmental disorder
64801	brain disorder
64801	neonatal/infantile epilepsy syndrome
64801	epilepsy, idiopathic generalized
64801	epilepsy
64801	inborn errors of metabolism
64801	metabolic disease
64801	disorder of GPI anchor biosynthesis
64801	Mendelian disease
64801	central nervous system disorder
64801	neurodevelopmental disorder
64801	nervous system disorder
64801	genetic nervous system disorder
64801	idiopathic disease
27349	hereditary optic atrophy
27349	cranial nerve neuropathy
27349	face disorder
27349	optic nerve disorder
27349	disease or disorder
27349	autosomal genetic disease
27349	eye disorder
27349	neurodegenerative disease
27349	inherited neurodegenerative disorder
27349	hereditary optic neuropathy
27349	Mendelian disease
27349	optic atrophy
27349	central nervous system disorder
27349	disorder of orbital region
27349	head disorder
27349	nervous system disorder
27349	disorder of visual system
27349	autosomal recessive disease
27349	genetic nervous system disorder
27349	eye degenerative disorder
27349	primary optic atrophy
10019	bone marrow cancer
10019	immune system cancer
10019	immune system disorder
10019	connective tissue neoplasm
10019	musculoskeletal system disorder
10019	skeletal system disorder
10019	disease or disorder
10019	myeloid neoplasm
10019	hematopoietic and lymphoid system neoplasm
10019	hematopoietic and lymphoid cell neoplasm
10019	neoplastic disease or syndrome
10019	bone neoplasm
10019	tumor of hematopoietic and lymphoid tissues
10019	myeloid hemopathy
10019	musculoskeletal system cancer
10019	myeloproliferative neoplasm
10019	blood platelet disease
10019	hematologic disorder
10019	cancer or benign tumor
10019	thrombocytosis disease
10019	cancer
10019	bone marrow disorder
10019	bone marrow neoplasm
10019	neoplasm
10019	bone cancer
10019	connective tissue disorder
10019	bone disorder
10019	liver disorder
10019	genetic parenchymatous liver disease
10019	Mendelian disease
10019	hepatobiliary disorder
10019	digestive system disorder
10019	endocrine system disorder
10019	familial polycythemia
10019	polycythemia
10019	blood coagulation disease
10019	inherited blood coagulation disorder
10019	familial thrombocytosis
10019	premature aging syndrome
10019	telomere syndrome
10019	disorder of development or morphogenesis
10019	acquired aplastic anemia
10019	aplastic anemia
10019	anemia
113246	developmental defect during embryogenesis
113246	syndromic intellectual disability
113246	mental disorder
113246	congenital nervous system disorder
113246	developmental disorder of mental health
113246	genetic multiple congenital anomalies/dysmorphic syndrome
113246	disease or disorder
113246	syndromic disease
113246	brain disorder
113246	intellectual disability
113246	multiple congenital anomalies/dysmorphic syndrome
113246	Mendelian disease
113246	psychiatric disorder
113246	central nervous system disorder
113246	disorder of development or morphogenesis
113246	nervous system disorder
113246	genetic nervous system disorder
113246	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
79718	developmental defect during embryogenesis
79718	syndromic intellectual disability
79718	mental disorder
79718	integumentary system disorder
79718	congenital nervous system disorder
79718	subcutaneous tissue disorder
79718	developmental disorder of mental health
79718	genetic multiple congenital anomalies/dysmorphic syndrome
79718	disease or disorder
79718	syndromic disease
79718	brain disorder
79718	intellectual disability
79718	multiple congenital anomalies/dysmorphic syndrome
79718	Mendelian disease
79718	psychiatric disorder
79718	central nervous system disorder
79718	disorder of development or morphogenesis
79718	nervous system disorder
79718	genetic nervous system disorder
79718	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
79718	autosomal genetic disease
79718	non-syndromic intellectual disability
79718	autosomal dominant disease
79718	intellectual disability, autosomal dominant
79718	autosomal dominant non-syndromic intellectual disability
345643	respiratory system disorder
345643	ciliopathy
345643	Mendelian disease
345643	disease or disorder
345643	syndromic disease
100303755	mitochondrial complex deficiency
100303755	developmental defect during embryogenesis
100303755	inborn errors of metabolism
100303755	metabolic disease
100303755	mitochondrial oxidative phosphorylation disorder
100303755	Mendelian disease
100303755	disease or disorder
100303755	developmental anomaly of metabolic origin
100303755	disorder of development or morphogenesis
100303755	inborn disorder of energy metabolism
100303755	isolated oxidative phosphorylation complex disorder
100303755	mitochondrial disease
100303755	inborn mitochondrial metabolism disorder
100131801	mitochondrial complex deficiency
100131801	developmental defect during embryogenesis
100131801	inborn errors of metabolism
100131801	metabolic disease
100131801	Mendelian disease
100131801	disease or disorder
100131801	mitochondrial complex IV deficiency, nuclear-type
100131801	developmental anomaly of metabolic origin
100131801	disorder of development or morphogenesis
100131801	inborn disorder of energy metabolism
100131801	mitochondrial disease
100131801	inborn mitochondrial metabolism disorder
100131801	peripheral nervous system disorder
100131801	genetic peripheral neuropathy
100131801	mitochondrial oxidative phosphorylation disorder
100131801	neurometabolic disease
100131801	eye disorder
100131801	brain disorder
100131801	oculomotor nerve paralysis
100131801	cranial nerve palsy
100131801	third cranial nerve disorder
100131801	central nervous system disorder
100131801	nervous system disorder
100131801	neuro-ophthalmological disease
100131801	disorder of visual system
100131801	genetic nervous system disorder
100131801	cranial nerve neuropathy
100131801	face disorder
100131801	neuromuscular disease
100131801	peripheral neuropathy
100131801	supranuclear oculomotor palsy
100131801	disorder of orbital region
100131801	head disorder
100131801	Leigh syndrome
145873	developmental defect during embryogenesis
145873	spondylocostal dysostosis
145873	glycoprotein metabolism disease
145873	disorder of glycosylation
145873	bone development disease
145873	musculoskeletal system disorder
145873	skeletal system disorder
145873	dysostosis of genetic origin
145873	disease or disorder
145873	autosomal genetic disease
145873	dysostosis
145873	congenital disorder of glycosylation
145873	disorder of protein O-glycosylation
145873	inborn errors of metabolism
