go_id	go_name	gene_count
GO:0090279	regulation of calcium ion import	21
GO:0090280	positive regulation of calcium ion import	9
GO:0042789	mRNA transcription by RNA polymerase II	4
GO:0038178	complement component C5a signaling pathway	1
GO:0006909	phagocytosis	184
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	131
GO:0038094	Fc-gamma receptor signaling pathway	131
GO:0002431	Fc receptor mediated stimulatory signaling pathway	131
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	131
GO:0060043	regulation of cardiac muscle cell proliferation	8
GO:0060045	positive regulation of cardiac muscle cell proliferation	5
GO:0060591	chondroblast differentiation	3
GO:1902746	regulation of lens fiber cell differentiation	1
GO:0014843	growth factor dependent regulation of skeletal muscle satellite cell proliferation	1
GO:1902748	positive regulation of lens fiber cell differentiation	1
GO:0010455	positive regulation of cell fate commitment	2
GO:0042660	positive regulation of cell fate specification	2
GO:0060437	lung growth	2
GO:0061033	secretion by lung epithelial cell involved in lung growth	2
GO:0010463	mesenchymal cell proliferation	2
GO:0060501	positive regulation of epithelial cell proliferation involved in lung morphogenesis	2
GO:2000794	regulation of epithelial cell proliferation involved in lung morphogenesis	2
GO:0010837	regulation of keratinocyte proliferation	23
GO:0010838	positive regulation of keratinocyte proliferation	10
GO:0033477	S-methylmethionine metabolic process	1
GO:1904031	positive regulation of cyclin-dependent protein kinase activity	15
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	13
GO:1904029	regulation of cyclin-dependent protein kinase activity	63
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	59
GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	2
GO:1902730	positive regulation of proteoglycan biosynthetic process	4
GO:0010908	regulation of heparan sulfate proteoglycan biosynthetic process	3
GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	3
GO:0045722	positive regulation of gluconeogenesis	3
GO:0001659	temperature homeostasis	1
GO:0050873	brown fat cell differentiation	1
GO:0043255	regulation of carbohydrate biosynthetic process	40
GO:0010675	regulation of cellular carbohydrate metabolic process	57
GO:0010906	regulation of glucose metabolic process	41
GO:0045912	negative regulation of carbohydrate metabolic process	24
GO:0010677	negative regulation of cellular carbohydrate metabolic process	21
GO:0070874	negative regulation of glycogen metabolic process	7
GO:0045719	negative regulation of glycogen biosynthetic process	6
GO:0048625	myoblast fate commitment	2
GO:0007518	myoblast fate determination	1
GO:0045165	cell fate commitment	33
GO:0045746	negative regulation of Notch signaling pathway	21
GO:0006305	DNA alkylation	13
GO:0006306	DNA methylation	13
GO:0006304	DNA modification	51
GO:0044728	DNA methylation or demethylation	26
GO:0048070	regulation of developmental pigmentation	3
GO:0048087	positive regulation of developmental pigmentation	3
GO:0050932	regulation of pigment cell differentiation	2
GO:0050942	positive regulation of pigment cell differentiation	2
GO:0030318	melanocyte differentiation	5
GO:0043473	pigmentation	32
GO:0048066	developmental pigmentation	18
GO:0050931	pigment cell differentiation	14
GO:0098829	intestinal folate absorption	1
GO:0006979	response to oxidative stress	189
GO:0062197	cellular response to chemical stress	158
GO:0034599	cellular response to oxidative stress	133
GO:0010758	regulation of macrophage chemotaxis	15
GO:0010759	positive regulation of macrophage chemotaxis	12
GO:1905521	regulation of macrophage migration	19
GO:1905523	positive regulation of macrophage migration	15
GO:0070229	negative regulation of lymphocyte apoptotic process	9
GO:0070233	negative regulation of T cell apoptotic process	4
GO:0046716	muscle cell cellular homeostasis	7
GO:0033234	negative regulation of protein sumoylation	7
GO:1990092	calcium-dependent self proteolysis	1
GO:0043648	dicarboxylic acid metabolic process	56
GO:0006531	aspartate metabolic process	4
GO:0006533	aspartate catabolic process	3
GO:0002285	lymphocyte activation involved in immune response	21
GO:0002286	T cell activation involved in immune response	12
GO:0045058	T cell selection	10
GO:0002295	T-helper cell lineage commitment	4
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	6
GO:0042093	T-helper cell differentiation	6
GO:0035710	CD4-positive, alpha-beta T cell activation	8
GO:0043367	CD4-positive, alpha-beta T cell differentiation	7
GO:0043368	positive T cell selection	7
GO:0002363	alpha-beta T cell lineage commitment	5
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	5
GO:0002360	T cell lineage commitment	6
GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	6
GO:0046632	alpha-beta T cell differentiation	8
GO:0002293	alpha-beta T cell differentiation involved in immune response	7
GO:0002287	alpha-beta T cell activation involved in immune response	7
GO:0002292	T cell differentiation involved in immune response	7
GO:0072538	T-helper 17 type immune response	4
GO:0072539	T-helper 17 cell differentiation	2
GO:0072540	T-helper 17 cell lineage commitment	2
GO:0050808	synapse organization	70
GO:0007416	synapse assembly	36
GO:0071228	cellular response to tumor cell	1
GO:1990166	protein localization to site of double-strand break	3
GO:0030592	DNA ADP-ribosylation	3
GO:1905661	regulation of telomerase RNA reverse transcriptase activity	1
GO:1905662	negative regulation of telomerase RNA reverse transcriptase activity	1
GO:0038128	ERBB2 signaling pathway	31
GO:0038127	ERBB signaling pathway	60
GO:0007173	epidermal growth factor receptor signaling pathway	41
GO:0008209	androgen metabolic process	19
GO:0006702	androgen biosynthetic process	8
GO:0006700	C21-steroid hormone biosynthetic process	15
GO:0042446	hormone biosynthetic process	34
GO:0120178	steroid hormone biosynthetic process	32
GO:0006705	mineralocorticoid biosynthetic process	6
GO:0008212	mineralocorticoid metabolic process	6
GO:0008211	glucocorticoid metabolic process	10
GO:0006704	glucocorticoid biosynthetic process	9
GO:1900036	positive regulation of cellular response to heat	1
GO:0045647	negative regulation of erythrocyte differentiation	5
GO:1905223	epicardium morphogenesis	1
GO:0007168	receptor guanylyl cyclase signaling pathway	7
GO:0051447	negative regulation of meiotic cell cycle	2
GO:1900194	negative regulation of oocyte maturation	1
GO:1903429	regulation of cell maturation	5
GO:1900193	regulation of oocyte maturation	2
GO:0030857	negative regulation of epithelial cell differentiation	13
GO:0045602	negative regulation of endothelial cell differentiation	7
GO:1901551	negative regulation of endothelial cell development	2
GO:1903141	negative regulation of establishment of endothelial barrier	2
GO:1903391	regulation of adherens junction organization	5
GO:1903392	negative regulation of adherens junction organization	3
GO:1905604	negative regulation of blood-brain barrier permeability	2
GO:1903570	regulation of protein kinase D signaling	1
GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation	1
GO:1903572	positive regulation of protein kinase D signaling	1
GO:1901382	regulation of chorionic trophoblast cell proliferation	4
GO:1900117	regulation of execution phase of apoptosis	11
GO:1900119	positive regulation of execution phase of apoptosis	5
GO:0051715	cytolysis in other organism	9
GO:0051801	cytolysis in other organism involved in symbiotic interaction	9
GO:0019835	cytolysis	9
GO:0051838	cytolysis by host of symbiont cells	9
GO:2000536	negative regulation of entry of bacterium into host cell	2
GO:0051711	negative regulation of killing of cells of other organism	1
GO:0051802	regulation of cytolysis in other organism involved in symbiotic interaction	1
GO:0001899	negative regulation of cytolysis by symbiont of host cells	1
GO:0051710	regulation of cytolysis in other organism	1
GO:0051803	negative regulation of cytolysis in other organism involved in symbiotic interaction	1
GO:0001898	regulation of cytolysis by symbiont of host cells	1
GO:0051713	negative regulation of cytolysis in other organism	1
GO:0033002	muscle cell proliferation	4
GO:0035914	skeletal muscle cell differentiation	3
GO:0014816	skeletal muscle satellite cell differentiation	1
GO:0051709	regulation of killing of cells of other organism	10
GO:0051712	positive regulation of killing of cells of other organism	9
GO:0009756	carbohydrate mediated signaling	2
GO:0016046	detection of fungus	1
GO:0071226	cellular response to molecule of fungal origin	1
GO:0002238	response to molecule of fungal origin	1
GO:0032491	detection of molecule of fungal origin	1
GO:0031290	retinal ganglion cell axon guidance	2
GO:0010842	retina layer formation	1
GO:0061312	BMP signaling pathway involved in heart development	1
GO:0097502	mannosylation	17
GO:0035268	protein mannosylation	16
GO:0035269	protein O-linked mannosylation	16
GO:0032700	negative regulation of interleukin-17 production	15
GO:0033623	regulation of integrin activation	11
GO:0033625	positive regulation of integrin activation	6
GO:0034136	negative regulation of toll-like receptor 2 signaling pathway	2
GO:0034135	regulation of toll-like receptor 2 signaling pathway	7
GO:0034137	positive regulation of toll-like receptor 2 signaling pathway	6
GO:1901223	negative regulation of NIK/NF-kappaB signaling	23
GO:0035356	cellular triglyceride homeostasis	2
GO:0070165	positive regulation of adiponectin secretion	1
GO:0031086	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay	2
GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA	1
GO:0110154	RNA decapping	2
GO:0110156	methylguanosine-cap decapping	2
GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	12
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	10
GO:0034105	positive regulation of tissue remodeling	8
GO:0051140	regulation of NK T cell proliferation	4
GO:0051142	positive regulation of NK T cell proliferation	4
GO:0051133	regulation of NK T cell activation	8
GO:0032817	regulation of natural killer cell proliferation	7
GO:0032819	positive regulation of natural killer cell proliferation	5
GO:1904427	positive regulation of calcium ion transmembrane transport	39
GO:0010524	positive regulation of calcium ion transport into cytosol	35
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	30
GO:1903169	regulation of calcium ion transmembrane transport	77
GO:0051282	regulation of sequestering of calcium ion	70
GO:0010522	regulation of calcium ion transport into cytosol	58
GO:0051279	regulation of release of sequestered calcium ion into cytosol	51
GO:0051924	regulation of calcium ion transport	125
GO:0051928	positive regulation of calcium ion transport	62
GO:0010959	regulation of metal ion transport	198
GO:1904062	regulation of cation transmembrane transport	181
GO:1903541	regulation of exosomal secretion	16
GO:1903551	regulation of extracellular exosome assembly	6
GO:1903553	positive regulation of extracellular exosome assembly	4
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	5
GO:0031952	regulation of protein autophosphorylation	25
GO:0031954	positive regulation of protein autophosphorylation	17
GO:1903779	regulation of cardiac conduction	53
GO:1903522	regulation of blood circulation	174
GO:0008016	regulation of heart contraction	162
GO:0051899	membrane depolarization	29
GO:0086010	membrane depolarization during action potential	18
GO:0086012	membrane depolarization during cardiac muscle cell action potential	16
GO:0015672	monovalent inorganic cation transport	172
GO:0006814	sodium ion transport	53
GO:0035725	sodium ion transmembrane transport	40
GO:0010644	cell communication by electrical coupling	12
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	10
GO:1903286	regulation of potassium ion import	3
GO:1903288	positive regulation of potassium ion import across plasma membrane	3
GO:1903276	regulation of sodium ion export across plasma membrane	3
GO:1903278	positive regulation of sodium ion export across plasma membrane	3
GO:0044860	protein localization to plasma membrane raft	2
