go_id	go_name
GO:0045646	regulation of erythrocyte differentiation
GO:0045664	regulation of neuron differentiation
GO:0046031	ADP metabolic process
GO:0048872	homeostasis of number of cells
GO:0051926	negative regulation of calcium ion transport
GO:0070664	negative regulation of leukocyte proliferation
GO:0070918	production of small RNA involved in gene silencing by RNA
GO:0071621	granulocyte chemotaxis
GO:0071622	regulation of granulocyte chemotaxis
GO:0086091	regulation of heart rate by cardiac conduction
GO:0097746	regulation of blood vessel diameter
GO:0098586	cellular response to virus
GO:0120178	steroid hormone biosynthetic process
GO:1901607	alpha-amino acid biosynthetic process
GO:1902099	regulation of metaphase/anaphase transition of cell cycle
GO:1902653	secondary alcohol biosynthetic process
GO:1903432	regulation of TORC1 signaling
GO:1903573	negative regulation of response to endoplasmic reticulum stress
GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation
GO:0006284	base-excision repair
GO:0006505	GPI anchor metabolic process
GO:0006749	glutathione metabolic process
GO:0006757	ATP generation from ADP
GO:0006906	vesicle fusion
GO:0006970	response to osmotic stress
GO:0007266	Rho protein signal transduction
GO:0007623	circadian rhythm
GO:0009064	glutamine family amino acid metabolic process
GO:0009311	oligosaccharide metabolic process
GO:0031057	negative regulation of histone modification
GO:0032691	negative regulation of interleukin-1 beta production
GO:0032945	negative regulation of mononuclear cell proliferation
GO:0038128	ERBB2 signaling pathway
GO:0045601	regulation of endothelial cell differentiation
GO:0045747	positive regulation of Notch signaling pathway
GO:0051668	localization within membrane
GO:0051973	positive regulation of telomerase activity
GO:0062208	positive regulation of pattern recognition receptor signaling pathway
GO:0071692	protein localization to extracellular region
GO:0090329	regulation of DNA-dependent DNA replication
GO:0098659	inorganic cation import across plasma membrane
GO:0099587	inorganic ion import across plasma membrane
GO:0140115	export across plasma membrane
GO:1901890	positive regulation of cell junction assembly
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
GO:1904707	positive regulation of vascular associated smooth muscle cell proliferation
GO:2001259	positive regulation of cation channel activity
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0006096	glycolytic process
GO:0006112	energy reserve metabolic process
GO:0006363	termination of RNA polymerase I transcription
GO:0006369	termination of RNA polymerase II transcription
GO:0006476	protein deacetylation
GO:0006506	GPI anchor biosynthetic process
GO:0009072	aromatic amino acid family metabolic process
GO:0016233	telomere capping
GO:0032212	positive regulation of telomere maintenance via telomerase
GO:0033628	regulation of cell adhesion mediated by integrin
GO:0034122	negative regulation of toll-like receptor signaling pathway
GO:0038111	interleukin-7-mediated signaling pathway
GO:0042113	B cell activation
GO:0043114	regulation of vascular permeability
GO:0043392	negative regulation of DNA binding
GO:0045738	negative regulation of DNA repair
GO:0046949	fatty-acyl-CoA biosynthetic process
GO:0048738	cardiac muscle tissue development
GO:0050654	chondroitin sulfate proteoglycan metabolic process
GO:0050672	negative regulation of lymphocyte proliferation
GO:0050871	positive regulation of B cell activation
GO:0051153	regulation of striated muscle cell differentiation
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol
GO:0061448	connective tissue development
GO:0070534	protein K63-linked ubiquitination
GO:0071867	response to monoamine
GO:0071868	cellular response to monoamine stimulus
GO:0071869	response to catecholamine
GO:0071870	cellular response to catecholamine stimulus
GO:0072523	purine-containing compound catabolic process
GO:0072665	protein localization to vacuole
GO:0097553	calcium ion transmembrane import into cytosol
GO:0098760	response to interleukin-7
GO:0098761	cellular response to interleukin-7
GO:1900087	positive regulation of G1/S transition of mitotic cell cycle
GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:1901985	positive regulation of protein acetylation
GO:1902116	negative regulation of organelle assembly
GO:1903053	regulation of extracellular matrix organization
GO:1903533	regulation of protein targeting
GO:1903749	positive regulation of establishment of protein localization to mitochondrion
GO:1904589	regulation of protein import
GO:1905037	autophagosome organization
GO:2000142	regulation of DNA-templated transcription, initiation
GO:2000352	negative regulation of endothelial cell apoptotic process
GO:2000378	negative regulation of reactive oxygen species metabolic process
GO:0000045	autophagosome assembly
GO:0000096	sulfur amino acid metabolic process
GO:0000959	mitochondrial RNA metabolic process
GO:0001885	endothelial cell development
GO:0002040	sprouting angiogenesis
GO:0002181	cytoplasmic translation
GO:0002763	positive regulation of myeloid leukocyte differentiation
GO:0006294	nucleotide-excision repair, preincision complex assembly
GO:0006692	prostanoid metabolic process
GO:0006693	prostaglandin metabolic process
GO:0007190	activation of adenylate cyclase activity
GO:0007588	excretion
GO:0008206	bile acid metabolic process
GO:0009069	serine family amino acid metabolic process
GO:0010823	negative regulation of mitochondrion organization
GO:0010883	regulation of lipid storage
GO:0015800	acidic amino acid transport
GO:0017144	drug metabolic process
GO:0032506	cytokinetic process
GO:0035592	establishment of protein localization to extracellular region
GO:0042304	regulation of fatty acid biosynthetic process
GO:0045005	DNA-dependent DNA replication maintenance of fidelity
GO:0046148	pigment biosynthetic process
GO:0048255	mRNA stabilization
GO:0050766	positive regulation of phagocytosis
GO:0051017	actin filament bundle assembly
GO:0051321	meiotic cell cycle
GO:0051899	membrane depolarization
GO:0061098	positive regulation of protein tyrosine kinase activity
GO:0061572	actin filament bundle organization
GO:0090501	RNA phosphodiester bond hydrolysis
GO:0120192	tight junction assembly
GO:0120193	tight junction organization
GO:1901658	glycosyl compound catabolic process
GO:1902186	regulation of viral release from host cell
GO:1902895	positive regulation of pri-miRNA transcription by RNA polymerase II
GO:1904646	cellular response to amyloid-beta
GO:1904837	beta-catenin-TCF complex assembly
GO:1990266	neutrophil migration
GO:2000780	negative regulation of double-strand break repair
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway
GO:0001912	positive regulation of leukocyte mediated cytotoxicity
GO:0001953	negative regulation of cell-matrix adhesion
GO:0002686	negative regulation of leukocyte migration
GO:0006007	glucose catabolic process
GO:0006213	pyrimidine nucleoside metabolic process
GO:0006362	transcription elongation from RNA polymerase I promoter
GO:0006734	NADH metabolic process
GO:0006775	fat-soluble vitamin metabolic process
GO:0006893	Golgi to plasma membrane transport
GO:0008334	histone mRNA metabolic process
GO:0009119	ribonucleoside metabolic process
GO:0009306	protein secretion
GO:0009583	detection of light stimulus
GO:0010660	regulation of muscle cell apoptotic process
GO:0010770	positive regulation of cell morphogenesis involved in differentiation
GO:0018146	keratan sulfate biosynthetic process
GO:0018196	peptidyl-asparagine modification
GO:0032148	activation of protein kinase B activity
GO:0032365	intracellular lipid transport
GO:0032418	lysosome localization
GO:0032456	endocytic recycling
GO:0032660	regulation of interleukin-17 production
GO:0032781	positive regulation of ATPase activity
GO:0033260	nuclear DNA replication
GO:0035196	production of miRNAs involved in gene silencing by miRNA
GO:0035666	TRIF-dependent toll-like receptor signaling pathway
GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway
GO:0042063	gliogenesis
GO:0042398	cellular modified amino acid biosynthetic process
GO:0043551	regulation of phosphatidylinositol 3-kinase activity
GO:0044786	cell cycle DNA replication
GO:0045428	regulation of nitric oxide biosynthetic process
GO:0045616	regulation of keratinocyte differentiation
GO:0046513	ceramide biosynthetic process
GO:0048562	embryonic organ morphogenesis
GO:0050690	regulation of defense response to virus by virus
GO:0050691	regulation of defense response to virus by host
GO:0050770	regulation of axonogenesis
GO:0050994	regulation of lipid catabolic process
GO:0051148	negative regulation of muscle cell differentiation
GO:0051205	protein insertion into membrane
GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator
GO:0072595	maintenance of protein localization in organelle
GO:0090277	positive regulation of peptide hormone secretion
GO:0098900	regulation of action potential
GO:1901879	regulation of protein depolymerization
GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage
GO:1905898	positive regulation of response to endoplasmic reticulum stress
GO:2000249	regulation of actin cytoskeleton reorganization
GO:2000785	regulation of autophagosome assembly
GO:0002262	myeloid cell homeostasis
GO:0002755	MyD88-dependent toll-like receptor signaling pathway
GO:0003091	renal water homeostasis
GO:0006040	amino sugar metabolic process
GO:0006356	regulation of transcription by RNA polymerase I
GO:0007584	response to nutrient
GO:0009074	aromatic amino acid family catabolic process
GO:0009743	response to carbohydrate
GO:0010743	regulation of macrophage derived foam cell differentiation
GO:0014912	negative regulation of smooth muscle cell migration
GO:0015949	nucleobase-containing small molecule interconversion
GO:0017004	cytochrome complex assembly
GO:0018279	protein N-linked glycosylation via asparagine
GO:0021537	telencephalon development
GO:0022600	digestive system process
GO:0031572	G2 DNA damage checkpoint
GO:0032722	positive regulation of chemokine production
GO:0033047	regulation of mitotic sister chromatid segregation
GO:0033146	regulation of intracellular estrogen receptor signaling pathway
GO:0035270	endocrine system development
GO:0036151	phosphatidylcholine acyl-chain remodeling
GO:0042306	regulation of protein import into nucleus
GO:0042407	cristae formation
GO:0042752	regulation of circadian rhythm
GO:0043200	response to amino acid
GO:0043242	negative regulation of protein-containing complex disassembly
GO:0044380	protein localization to cytoskeleton
GO:0046471	phosphatidylglycerol metabolic process
GO:0046596	regulation of viral entry into host cell
