tissueType	cellName	symbol	gene
Placenta	Myeloid cells	HLA-DOA	3111
Placenta	Myeloid cells	SIGLEC1	6614
Placenta	Myeloid cells	MMP9	4318
Placenta	Myeloid cells	LILRB4	11006
Placenta	Myeloid cells	C1QB	713
Placenta	Myeloid cells	TLR2	7097
Placenta	Myeloid cells	TLR7	51284
Placenta	Myeloid cells	S100A8	6279
Placenta	Megakaryocytes	EGF	1950
Placenta	Megakaryocytes	TUBB1	81027
Placenta	Megakaryocytes	PPBP	5473
Placenta	Megakaryocytes	ITGA2B	3674
Placenta	Megakaryocytes	RP11-930O11.1	NA
Placenta	Megakaryocytes	RP11-152K4.2	NA
Placenta	Megakaryocytes	LINC00989	NA
Placenta	Megakaryocytes	PF4	5196
Placenta	Megakaryocytes	C6ORF25	NA
Placenta	Megakaryocytes	LINC00534	NA
Placenta	Megakaryocytes	PKHD1L1	93035
Placenta	Megakaryocytes	NRGN	4900
Placenta	Megakaryocytes	DNM3	26052
Placenta	Megakaryocytes	RP11-466L17.1	NA
Placenta	Megakaryocytes	RP11-142C4.6	NA
Spleen	AFP_ALB positive cells	SERPINA6	866
Spleen	AFP_ALB positive cells	PLG	5340
Spleen	AFP_ALB positive cells	AMBP	259
Spleen	AFP_ALB positive cells	SERPINC1	462
Spleen	AFP_ALB positive cells	BHMT2	23743
Spleen	AFP_ALB positive cells	LBP	3929
Spleen	AFP_ALB positive cells	PRAP1	118471
Spleen	AFP_ALB positive cells	APOB	338
Spleen	AFP_ALB positive cells	SERPINA1	5265
Spleen	AFP_ALB positive cells	FGB	2244
Spleen	AFP_ALB positive cells	VTN	7448
Spleen	AFP_ALB positive cells	SLC2A2	6514
Spleen	AFP_ALB positive cells	FGG	2266
Spleen	AFP_ALB positive cells	MT1G	4495
Spleen	AFP_ALB positive cells	ITIH1	3697
Spleen	Lymphoid cells	RN7SL337P	NA
Spleen	Lymphoid cells	KLRC4-KLRK1	NA
Spleen	Lymphoid cells	RP11-553L6.2	NA
Spleen	Lymphoid cells	RP11-861A13.4	NA
Spleen	Lymphoid cells	RP11-38J22.6	NA
Spleen	Lymphoid cells	ZNF860	NA
Spleen	Lymphoid cells	RP11-693J15.5	NA
Spleen	Lymphoid cells	RP11-61O1.1	NA
Spleen	Lymphoid cells	FCRL3	115352
Spleen	Lymphoid cells	CTD-2215E18.1	NA
Spleen	Lymphoid cells	RP5-1028K7.2	NA
Spleen	Lymphoid cells	IKZF3	22806
Spleen	Lymphoid cells	LINC00861	NA
Spleen	Lymphoid cells	IL9RP3	NA
Spleen	Lymphoid cells	VAV3-AS1	NA
Spleen	Myeloid cells	CLEC9A	NA
Spleen	Myeloid cells	RP11-489O18.1	NA
Spleen	Myeloid cells	RP3-522P13.3	NA
Spleen	Myeloid cells	RP11-807H22.7	NA
Spleen	Myeloid cells	RP11-1080G15.1	NA
Spleen	Myeloid cells	FCN1	2219
Spleen	Myeloid cells	EMR4P	NA
Spleen	Myeloid cells	TMPRSS4-AS1	NA
Spleen	Myeloid cells	RP11-157G21.2	NA
Spleen	Myeloid cells	CSF2RA	1438
Spleen	Myeloid cells	OSCAR	126014
Spleen	Myeloid cells	RP3-522D1.1	NA
Spleen	Myeloid cells	CD163L1	283316
Spleen	Myeloid cells	RUFY4	NA
Spleen	Myeloid cells	DLEU7-AS1	NA
Spleen	Vascular endothelial cells	RP11-189E14.5	NA
Spleen	Vascular endothelial cells	ODF3L2	284451
Spleen	Vascular endothelial cells	RP4-765C7.2	NA
Spleen	Vascular endothelial cells	AC019100.3	NA
Spleen	Vascular endothelial cells	RP11-172F10.1	NA
Spleen	Vascular endothelial cells	CTD-2207L17.2	NA
Spleen	Vascular endothelial cells	RP1-154K9.2	NA
Spleen	Vascular endothelial cells	AC010084.1	NA
Spleen	Vascular endothelial cells	SLC5A4	6527
Spleen	Vascular endothelial cells	OR5G5P	NA
Spleen	Vascular endothelial cells	HOXD3	3232
Spleen	Vascular endothelial cells	SNTG1	54212
Spleen	Vascular endothelial cells	EEF1A1P31	NA
Spleen	Vascular endothelial cells	ADAMTSL1	92949
Spleen	Vascular endothelial cells	MYRIP	25924
Spleen	Stromal cells	CTD-2270F17.1	NA
Spleen	Stromal cells	ENPP7P4	NA
Spleen	Stromal cells	AC105053.3	NA
Spleen	Stromal cells	RP11-388K12.1	NA
Spleen	Stromal cells	SCTR	6344
Spleen	Stromal cells	KBTBD11-OT1	NA
Spleen	Stromal cells	ADRA1B	147
Spleen	Stromal cells	NPM1P10	NA
Spleen	Stromal cells	NPY5R	4889
Spleen	Stromal cells	TPH2	121278
Spleen	Stromal cells	CTC-535M15.2	NA
Spleen	Stromal cells	MIR143HG	NA
Spleen	Stromal cells	KLHL29	114818
Spleen	Stromal cells	AC023481.1	NA
Spleen	Stromal cells	CADPS	8618
Spleen	STC2_TLX1 positive cells	CAMK2N2	94032
Spleen	STC2_TLX1 positive cells	CLVS2	134829
Spleen	STC2_TLX1 positive cells	RP11-384O8.1	NA
Spleen	STC2_TLX1 positive cells	FBXL16	146330
Spleen	STC2_TLX1 positive cells	GABRG2	2566
Spleen	STC2_TLX1 positive cells	HRK	8739
Spleen	STC2_TLX1 positive cells	EBF3	253738
Spleen	STC2_TLX1 positive cells	TRH	7200
Spleen	STC2_TLX1 positive cells	AC018730.1	NA
Spleen	STC2_TLX1 positive cells	CTD-3193O13.9	NA
Spleen	STC2_TLX1 positive cells	CPLX2	10814
Spleen	STC2_TLX1 positive cells	ATP1A3	478
Spleen	STC2_TLX1 positive cells	TMEM119	338773
Spleen	STC2_TLX1 positive cells	IFI27L2	83982
Spleen	STC2_TLX1 positive cells	PET117	100303755
Spleen	Megakaryocytes	RAB27B	5874
Spleen	Megakaryocytes	RP11-556I14.2	NA
Spleen	Megakaryocytes	EGF	1950
Spleen	Megakaryocytes	GP6	51206
Spleen	Megakaryocytes	RP11-930O11.1	NA
Spleen	Megakaryocytes	LINC00989	NA
Spleen	Megakaryocytes	SELP	6403
Spleen	Megakaryocytes	GP1BA	2811
Spleen	Megakaryocytes	HPSE	10855
Spleen	Megakaryocytes	RP11-152K4.2	NA
Spleen	Megakaryocytes	LINC00504	NA
Spleen	Megakaryocytes	MMRN1	22915
Spleen	Megakaryocytes	ITGB3	3690
Spleen	Megakaryocytes	ELOVL7	79993
Spleen	Megakaryocytes	LY6G6F	259215
Spleen	Mesothelial cells	QRFPR	84109
Spleen	Mesothelial cells	SLPI	6590
Spleen	Mesothelial cells	LHX9	56956
Spleen	Mesothelial cells	PLA2G2A	5320
Spleen	Mesothelial cells	CGN	57530
Spleen	Mesothelial cells	NPHS1	4868
Spleen	Mesothelial cells	KRT5	3852
Spleen	Mesothelial cells	LRRN4	164312
Spleen	Mesothelial cells	KLK11	11012
Spleen	Mesothelial cells	OLR1	4973
Spleen	Mesothelial cells	PTPRQ	NA
Spleen	Mesothelial cells	COL8A1	NA
Spleen	Mesothelial cells	PDZK1IP1	10158
Spleen	Mesothelial cells	HAS1	3036
Spleen	Mesothelial cells	SFRP2	6423
Spleen	Erythroblasts	HDC	3067
Spleen	Erythroblasts	PRSS57	NA
Spleen	Erythroblasts	EIF5AP2	NA
Spleen	Erythroblasts	PPAPDC1A	NA
Spleen	Erythroblasts	MTL5	NA
Spleen	Erythroblasts	CTA-392E5.1	NA
Spleen	Erythroblasts	ACSBG1	23205
Spleen	Erythroblasts	RP5-964N17.1	NA
Spleen	Erythroblasts	GYPA	2993
Spleen	Erythroblasts	SLC25A21	89874
Spleen	Erythroblasts	RP11-146I2.1	NA
Spleen	Erythroblasts	MIR144	NA
Spleen	Erythroblasts	SLC2A14	NA
Spleen	Erythroblasts	CTA-363E6.6	NA
Spleen	Erythroblasts	SLC4A1	6521
Stomach	Neuroendocrine cells	SLC18A1	6570
Stomach	Neuroendocrine cells	GHRL	51738
Stomach	Neuroendocrine cells	GAST	2520
Stomach	Neuroendocrine cells	FEV	54738
Stomach	Neuroendocrine cells	NKX2-2	4821
Stomach	Neuroendocrine cells	CRYBA2	1412
Stomach	Neuroendocrine cells	MBOAT4	NA
Stomach	Neuroendocrine cells	CDK5R2	8941
Stomach	Neuroendocrine cells	RFX6	222546
Stomach	Neuroendocrine cells	HAP1	9001
Stomach	Neuroendocrine cells	RP11-82C23.2	NA
Stomach	Neuroendocrine cells	RBPJL	11317
Stomach	Neuroendocrine cells	PTF1A	NA
Stomach	Neuroendocrine cells	PAX6	5080
Stomach	Neuroendocrine cells	CACNA1A	773
Stomach	Erythroblasts	KLF1	10661
Stomach	Erythroblasts	SLC4A1	6521
Stomach	Erythroblasts	HBM	3042
Stomach	Erythroblasts	NFE2	4778
Stomach	Erythroblasts	HBZ	NA
Stomach	Erythroblasts	GYPB	2994
Stomach	Erythroblasts	HBG2	3048
Stomach	Erythroblasts	HBB	3043
Stomach	Erythroblasts	ALAS2	212
Stomach	Erythroblasts	SPTA1	6708
Stomach	Erythroblasts	HBA1	NA
Stomach	Erythroblasts	HEMGN	55363
Stomach	Erythroblasts	RNF224	NA
Stomach	Erythroblasts	HBG1	NA
Stomach	Erythroblasts	HBA2	NA
Stomach	Ciliated epithelial cells	CCDC37	NA
Stomach	Ciliated epithelial cells	C11ORF88	NA
Stomach	Ciliated epithelial cells	FAM216B	144809
Stomach	Ciliated epithelial cells	LDLRAD1	NA
Stomach	Ciliated epithelial cells	TUBA4B	80086
Stomach	Ciliated epithelial cells	KIF19	124602
Stomach	Ciliated epithelial cells	DYDC2	84332
Stomach	Ciliated epithelial cells	ANKRD66	NA
Stomach	Ciliated epithelial cells	C9ORF117	NA
Stomach	Ciliated epithelial cells	C10orf67	256815
Stomach	Ciliated epithelial cells	AC013264.2	NA
Stomach	Ciliated epithelial cells	LRRC71	149499
Stomach	Ciliated epithelial cells	CAPSL	133690
Stomach	Ciliated epithelial cells	TSPAN19	NA
Stomach	Ciliated epithelial cells	STOML3	161003
Stomach	Squamous epithelial cells	KRT6B	3854
Stomach	Squamous epithelial cells	CAPNS2	84290
Stomach	Squamous epithelial cells	KRT6C	286887
Stomach	Squamous epithelial cells	FGFBP1	9982
Stomach	Squamous epithelial cells	KRT6A	3853
Stomach	Squamous epithelial cells	KRT17	3872
Stomach	Squamous epithelial cells	ADH7	131
Stomach	Squamous epithelial cells	SERPINB10	5273
Stomach	Squamous epithelial cells	KRT16	3868
Stomach	Squamous epithelial cells	S100A3	6274
Stomach	Squamous epithelial cells	CLCA2	9635
Stomach	Squamous epithelial cells	LY6D	8581
Stomach	Squamous epithelial cells	KRT4	3851
Stomach	Squamous epithelial cells	AC019349.5	NA
Stomach	Squamous epithelial cells	GPR87	53836
Stomach	Parietal and chief cells	RP11-467I20.6	NA
Stomach	Parietal and chief cells	ETNPPL	64850
Stomach	Parietal and chief cells	ATP4B	496
Stomach	Parietal and chief cells	FGB	2244
Stomach	Parietal and chief cells	FGA	2243
Stomach	Parietal and chief cells	SIGLEC11	114132
Stomach	Parietal and chief cells	FRMD1	79981
Stomach	Parietal and chief cells	TRIM50	135892
Stomach	Parietal and chief cells	ALB	213
Stomach	Parietal and chief cells	ATP4A	495
Stomach	Parietal and chief cells	ANGPTL3	27329
Stomach	Parietal and chief cells	MFSD4	NA
Stomach	Parietal and chief cells	APOBEC2	10930
Stomach	Parietal and chief cells	CKM	1158
Stomach	Parietal and chief cells	PAQR5	54852
Stomach	MUC13_DMBT1 positive cells	ISX	91464
Stomach	MUC13_DMBT1 positive cells	GUCA2B	2981
Stomach	MUC13_DMBT1 positive cells	ENPP7	339221
Stomach	MUC13_DMBT1 positive cells	MIR194-2	NA
Stomach	MUC13_DMBT1 positive cells	BTNL3	10917
Stomach	MUC13_DMBT1 positive cells	TM4SF20	79853
Stomach	MUC13_DMBT1 positive cells	SI	6476
Stomach	MUC13_DMBT1 positive cells	SLC17A4	10050
Stomach	MUC13_DMBT1 positive cells	ALDOB	229
Stomach	MUC13_DMBT1 positive cells	CDX1	1044
Stomach	MUC13_DMBT1 positive cells	DMBT1	1755
Stomach	MUC13_DMBT1 positive cells	CHP2	63928
Stomach	MUC13_DMBT1 positive cells	KRT20	54474
Stomach	MUC13_DMBT1 positive cells	SLC5A12	159963
Stomach	MUC13_DMBT1 positive cells	ADRA2A	150
Stomach	Myeloid cells	C1QC	714
Stomach	Myeloid cells	HLA-DQB1	3119
Stomach	Myeloid cells	MS4A6A	64231
Stomach	Myeloid cells	CD14	929
Stomach	Myeloid cells	C1QB	713
Stomach	Myeloid cells	CD163L1	283316
Stomach	Myeloid cells	IGSF6	10261
Stomach	Myeloid cells	CCDC26	NA
Stomach	Myeloid cells	C1QA	712
Stomach	Myeloid cells	NCF2	4688
Stomach	Myeloid cells	HLA-DRB1	3123
Stomach	Myeloid cells	HLA-DRB5	NA
Stomach	Myeloid cells	CLEC7A	64581
Stomach	Myeloid cells	MS4A7	58475
Stomach	Myeloid cells	HLA-DPA1	3113
Stomach	Goblet cells	UGT2B15	7366
Stomach	Goblet cells	IL17C	27189
Stomach	Goblet cells	GKN2	200504
Stomach	Goblet cells	SLC22A8	9376
Stomach	Goblet cells	CXCL5	6374
Stomach	Goblet cells	CSF3	1440
Stomach	Goblet cells	TFF2	7032
Stomach	Goblet cells	A4GNT	51146
Stomach	Goblet cells	FBP2	8789
Stomach	Goblet cells	FGF20	26281
Stomach	Goblet cells	MUC6	4588
Stomach	Goblet cells	GKN1	56287
Stomach	Goblet cells	CXCL1	2919
Stomach	Goblet cells	MUC5AC	4586
Stomach	Goblet cells	CA9	768
Stomach	Stromal cells	AC002511.2	NA
Stomach	Stromal cells	PTGER1	5731
Stomach	Stromal cells	OSR2	116039
Stomach	Stromal cells	AC003090.1	NA
Stomach	Stromal cells	ACTG2	72
Stomach	Stromal cells	INHBA	3624
Stomach	Stromal cells	HSPB6	126393
Stomach	Stromal cells	AC131025.8	NA
Stomach	Stromal cells	SHISA3	152573
Stomach	Stromal cells	DPT	1805
Stomach	Stromal cells	TRPA1	8989
Stomach	Stromal cells	ACTA2	59
Stomach	Stromal cells	TWIST2	117581
Stomach	Stromal cells	CXCL14	9547
Stomach	Stromal cells	GLIS1	148979
Stomach	ENS neurons	PRPH	5630
Stomach	ENS neurons	STMN2	11075
Stomach	ENS neurons	ATP1A3	478
Stomach	ENS neurons	KCNIP4	80333
Stomach	ENS neurons	NKAIN1	79570
Stomach	ENS neurons	INA	9118
Stomach	ENS neurons	GAP43	2596
Stomach	ENS neurons	ATCAY	85300
Stomach	ENS neurons	CNGB1	1258
Stomach	ENS neurons	TCEAL5	NA
Stomach	ENS neurons	STAC	6769
Stomach	ENS neurons	DCX	1641
Stomach	ENS neurons	RP11-457K10.1	NA
Stomach	ENS neurons	FAM163A	148753
Stomach	ENS neurons	CNTN5	53942
Stomach	ENS glia	SOX10	6663
Stomach	ENS glia	MPZ	4359
Stomach	ENS glia	ATP1A2	477
Stomach	ENS glia	BAI1	NA
Stomach	ENS glia	PLP1	5354
Stomach	ENS glia	CDH19	28513
Stomach	ENS glia	COL20A1	57642
Stomach	ENS glia	ELOVL2	54898
Stomach	ENS glia	NOV	NA
Stomach	ENS glia	PRIMA1	145270
Stomach	ENS glia	RP11-308N19.1	NA
Stomach	ENS glia	SLC35F1	222553
Stomach	ENS glia	LGI4	163175
Stomach	ENS glia	VGLL3	389136
Stomach	ENS glia	EGFLAM	133584
Stomach	Vascular endothelial cells	SELE	6401
Stomach	Vascular endothelial cells	PRND	23627
Stomach	Vascular endothelial cells	APLNR	187
Stomach	Vascular endothelial cells	ARHGEF15	22899
Stomach	Vascular endothelial cells	PLVAP	83483
Stomach	Vascular endothelial cells	FLT1	2321
Stomach	Vascular endothelial cells	PCDH12	51294
Stomach	Vascular endothelial cells	MADCAM1	8174
Stomach	Vascular endothelial cells	GPIHBP1	338328
Stomach	Vascular endothelial cells	GALNT15	117248
Stomach	Vascular endothelial cells	RP4-601K24.1	NA
Stomach	Vascular endothelial cells	MEOX1	4222
Stomach	Vascular endothelial cells	A2M	2
Stomach	Vascular endothelial cells	CCM2L	140706
Stomach	Vascular endothelial cells	CLEC14A	161198
Stomach	Lymphatic endothelial cells	NTS	4922
Stomach	Lymphatic endothelial cells	STAB2	55576
Stomach	Lymphatic endothelial cells	CCL21	6366
Stomach	Lymphatic endothelial cells	RADIL	55698
Stomach	Lymphatic endothelial cells	RP11-444A22.1	NA
Stomach	Lymphatic endothelial cells	TFPI	7035
Stomach	Lymphatic endothelial cells	RP11-142C4.6	NA
Stomach	Lymphatic endothelial cells	TNFAIP8L3	NA
Stomach	Lymphatic endothelial cells	LY86-AS1	285780
Stomach	Lymphatic endothelial cells	PTGS2	5743
Stomach	Lymphatic endothelial cells	RP11-554D15.1	NA
Stomach	Lymphatic endothelial cells	EFCC1	79825
Stomach	Lymphatic endothelial cells	MMRN1	22915
Stomach	Lymphatic endothelial cells	Y_RNA	NA
Stomach	Lymphatic endothelial cells	NFATC1	4772
Stomach	Mesothelial cells	RP11-74M11.2	NA
Stomach	Mesothelial cells	AP000705.7	NA
Stomach	Mesothelial cells	BNC1	646
Stomach	Mesothelial cells	SPHKAP	80309
Stomach	Mesothelial cells	PTPRQ	NA
Stomach	Mesothelial cells	NPHS1	4868
Stomach	Mesothelial cells	TNNT1	7138
Stomach	Mesothelial cells	TFPI2	7980
Stomach	Mesothelial cells	BDNF	627
Stomach	Mesothelial cells	PDZRN4	29951
Stomach	Mesothelial cells	LRP2	4036
Stomach	Mesothelial cells	GFPT2	9945
Stomach	Mesothelial cells	HAS1	3036
Stomach	Mesothelial cells	WT1	7490
Stomach	Mesothelial cells	COL8A1	NA
Stomach	Lymphoid cells	ICOS	29851
Stomach	Lymphoid cells	CD27	939
Stomach	Lymphoid cells	NKG7	4818
Stomach	Lymphoid cells	CD28	940
Stomach	Lymphoid cells	CD3D	915
Stomach	Lymphoid cells	CHI3L2	1117
Stomach	Lymphoid cells	TRAT1	50852
Stomach	Lymphoid cells	THEMIS	387357
Stomach	Lymphoid cells	CD52	1043
Stomach	Lymphoid cells	KLRB1	3820
Stomach	Lymphoid cells	CD79B	974
Stomach	Lymphoid cells	CCL5	6352
Stomach	Lymphoid cells	TRBC2	NA
Stomach	Lymphoid cells	SIRPG	55423
Stomach	Lymphoid cells	CD3E	916
Stomach	PDE1C_ACSM3 positive cells	RP11-690G19.4	NA
Stomach	PDE1C_ACSM3 positive cells	ACSM3	6296
Stomach	PDE1C_ACSM3 positive cells	C1ORF95	NA
Stomach	PDE1C_ACSM3 positive cells	KCNE4	23704
Stomach	PDE1C_ACSM3 positive cells	PDE1C	5137
Stomach	PDE1C_ACSM3 positive cells	PSEN2	5664
Stomach	PDE1C_ACSM3 positive cells	ERBB4	2066
Stomach	PDE1C_ACSM3 positive cells	ATP6V0A4	50617
Stomach	PDE1C_ACSM3 positive cells	TFCP2L1	29842
Stomach	PDE1C_ACSM3 positive cells	WNK3	65267
Stomach	PDE1C_ACSM3 positive cells	GABRB2	2561
Stomach	PDE1C_ACSM3 positive cells	ADARB2	105
Stomach	PDE1C_ACSM3 positive cells	AMACR	NA
Stomach	PDE1C_ACSM3 positive cells	SHISA2	387914
Stomach	PDE1C_ACSM3 positive cells	NOX4	50507
Thymus	Thymic epithelial cells	RP11-81F13.2	NA
Thymus	Thymic epithelial cells	KCNJ5	3762
Thymus	Thymic epithelial cells	RP11-153K16.1	NA
Thymus	Thymic epithelial cells	RP11-81F13.1	NA
Thymus	Thymic epithelial cells	LL22NC03-75H12.2	NA
Thymus	Thymic epithelial cells	RP11-112J1.2	NA
Thymus	Thymic epithelial cells	RP11-114G22.1	NA
Thymus	Thymic epithelial cells	RP6-24A23.6	NA
Thymus	Thymic epithelial cells	C11orf16	56673
Thymus	Thymic epithelial cells	SLC46A2	57864
Thymus	Thymic epithelial cells	CACNA1I	8911
Thymus	Thymic epithelial cells	PTPRT	11122
Thymus	Thymic epithelial cells	NPFFR2	10886
Thymus	Thymic epithelial cells	RP1-223B1.1	NA
Thymus	Thymic epithelial cells	C12orf56	115749
Thymus	Stromal cells	PLAC9	219348
Thymus	Stromal cells	LOX	4015
Thymus	Stromal cells	MGP	4256
Thymus	Stromal cells	COL1A2	1278
Thymus	Stromal cells	COL5A3	50509
Thymus	Stromal cells	COL1A1	1277
Thymus	Stromal cells	ASPN	54829
Thymus	Stromal cells	FGF18	8817
Thymus	Stromal cells	MMP2	4313
Thymus	Stromal cells	ISLR	3671
Thymus	Stromal cells	DCN	1634
Thymus	Stromal cells	SFRP2	6423
Thymus	Stromal cells	COL3A1	1281
Thymus	Stromal cells	SCARA5	286133
Thymus	Stromal cells	COL6A6	131873
Thymus	Antigen presenting cells	IL1RN	3557
Thymus	Antigen presenting cells	EBI3	10148
Thymus	Antigen presenting cells	FGD2	221472
Thymus	Antigen presenting cells	MCOLN2	255231
Thymus	Antigen presenting cells	MMP9	4318
Thymus	Antigen presenting cells	TLR10	81793
Thymus	Antigen presenting cells	LINC00996	285972
Thymus	Antigen presenting cells	CD80	941
Thymus	Antigen presenting cells	CXCL10	3627
Thymus	Antigen presenting cells	SLAMF7	57823
Thymus	Antigen presenting cells	P2RY13	53829
Thymus	Antigen presenting cells	SLC24A4	123041
Thymus	Antigen presenting cells	HCK	3055
Thymus	Antigen presenting cells	C1QB	713
Thymus	Antigen presenting cells	LYZ	4069
Thymus	Vascular endothelial cells	ADAMTS9	56999
Thymus	Vascular endothelial cells	PROX1	5629
Thymus	Vascular endothelial cells	MET	4233
Thymus	Vascular endothelial cells	AC011526.1	NA
Thymus	Vascular endothelial cells	MEOX2	4223
Thymus	Vascular endothelial cells	ANO2	57101
Thymus	Vascular endothelial cells	CTD-3179P9.1	NA
Thymus	Vascular endothelial cells	NOVA2	4858
Thymus	Vascular endothelial cells	AOC3	8639
Thymus	Vascular endothelial cells	CXORF36	NA
Thymus	Vascular endothelial cells	GPR116	NA
Thymus	Vascular endothelial cells	PODXL	5420
Thymus	Vascular endothelial cells	NRN1	51299
Thymus	Vascular endothelial cells	PTPRB	5787
Thymus	Vascular endothelial cells	LINC00472	79940
Thymus	Thymocytes	RP11-104L21.3	NA
Thymus	Thymocytes	BEST3	144453
Thymus	Thymocytes	HKDC1	80201
Thymus	Thymocytes	KLRC4-KLRK1	NA
Thymus	Thymocytes	RP11-305P22.9	NA
Thymus	Thymocytes	LTA	4049
Thymus	Thymocytes	TMSB15B	NA
Thymus	Thymocytes	RP11-739G5.1	NA
Thymus	Thymocytes	UBASH3A	53347
Thymus	Thymocytes	PLK4	10733
Thymus	Thymocytes	FBXO41	150726
Thymus	Thymocytes	LIN28B	389421
Thymus	Thymocytes	SKA3	221150
Thymus	Thymocytes	CD40LG	959
Thymus	Thymocytes	AC002454.1	NA
Immune system	Cancer cells	CD44	960
Immune system	Cancer cells	EPCAM	4072
Immune system	Cancer cells	ERBB2	2064
Immune system	Cancer cells	FOLH1	2346
Immune system	Cancer cells	KRT18	NA
Immune system	Cancer cells	PROM1	8842
Pancreas	Cancer stem cells	CD24	100133941
Pancreas	Cancer stem cells	CD44	960
Pancreas	Cancer stem cells	FLOT2	2319
Liver	Cancer stem cells	ANPEP	290
Liver	Cancer stem cells	CD44	960
Liver	Cancer stem cells	EPCAM	4072
Liver	Cancer stem cells	POU5F1	NA
Liver	Cancer stem cells	PROM1	8842
Liver	Cancer stem cells	THY1	7070
Eye	Cancer cells	EPCAM	4072
Lung	Cancer stem cells	ABCG2	9429
Lung	Cancer stem cells	ALCAM	214
Lung	Cancer stem cells	ALDH1A1	216
Lung	Cancer stem cells	BMI1	NA
Lung	Cancer stem cells	CD24	100133941
Lung	Cancer stem cells	CD44	960
Lung	Cancer stem cells	KIT	3815
Lung	Cancer stem cells	NANOG	NA
Lung	Cancer stem cells	NES	10763
Lung	Cancer stem cells	PDPN	10630
Lung	Cancer stem cells	POU5F1	NA
Lung	Cancer stem cells	PROM1	8842
Lung	Cancer stem cells	SOX2	6657
Lung	Cancer stem cells	THY1	7070
Brain	Cancer cells	CD44	960
Brain	Cancer cells	MBTPS2	51360
Brain	Cancer cells	PARP1	142
Brain	Cancer stem cells	FUT4	2526
Brain	Cancer stem cells	MSI1	4440
Brain	Cancer stem cells	NES	10763
Brain	Cancer stem cells	PROM1	8842
Brain	Cancer stem cells	SOX2	6657
Brain	Cancer stem cells	THY1	7070
Kidney	Cancer stem cells	EPCAM	4072
