gene	chromosome	chromosome_hg19	map_location
105374320	NA	NA	2p24.1
105374322	NA	NA	2p24.1
105374323	NA	NA	2p24.1
105374325	NA	NA	2p24.1
105374328	NA	NA	2p23.3
105374329	NA	NA	2p23.3
105374332	NA	NA	2p23.3
105374333	NA	NA	2p23.3
105374334	NA	NA	2p23.3
105374336	NA	NA	4p16.3
105374338	NA	NA	4p16.3
105374339	NA	NA	4p16.3
105374340	NA	NA	4p16.3
105374341	NA	NA	4p16.3
105374343	NA	NA	4p16.3
105374344	NA	NA	4p16.3
105374346	NA	NA	4p16.3
105374347	NA	NA	4p16.3
105374348	NA	NA	4p16.3
105374349	NA	NA	4p16.3
105374352	NA	NA	4p16.3
105374353	NA	NA	4p16.3
105374354	NA	NA	4p16.3
105374355	NA	NA	4p16.3
105374357	NA	NA	4p16.3
105374358	NA	NA	4p16.3
105374359	NA	NA	4p16.3
105374362	NA	NA	4p16.2
105374363	NA	NA	2p23.3
105374364	NA	NA	4p16.1
105374365	NA	NA	4p16.1
105374366	NA	NA	4p16.1
105374367	NA	NA	4p16.1
105374368	NA	NA	4p16.1
105374369	NA	NA	2p23.2
105374370	NA	NA	4p16.1
105374371	NA	NA	4p16.1
105374373	NA	NA	4p16.1
105374374	NA	NA	4p16.1
105374376	NA	NA	4p16.1
105374377	NA	NA	4p16.3
105374378	NA	NA	2p23.2
105374381	NA	NA	2p23.2
105374382	NA	NA	2p23.2
105374383	NA	NA	2p23.2
105374384	NA	NA	2p23.2
105374386	NA	NA	2p23.2
105374389	NA	NA	2p23.2
105374391	NA	NA	4p15.1
105374392	NA	NA	4p15.1
105374394	NA	NA	4p15.1
105374396	NA	NA	4p14
105374397	NA	NA	4p14
105374399	NA	NA	4p14
105374400	NA	NA	4p14
105374402	NA	NA	4p14
105374404	NA	NA	4p14
105374406	NA	NA	4p14
105374407	NA	NA	4p14
105374408	NA	NA	4p14
105374409	NA	NA	4p14
105374410	NA	NA	4p14
105374411	NA	NA	4p14
105374412	NA	NA	4p14
105374413	NA	NA	4p14
105374414	NA	NA	2p23.1
105374418	NA	NA	4p14
105374419	NA	NA	4p14
105374421	NA	NA	4p13
105374423	NA	NA	4p13
105374425	NA	NA	4p13
105374426	NA	NA	4p13
105374428	NA	NA	4p13
105374430	NA	NA	4p13
105374432	NA	NA	4p13
105374433	NA	NA	4p13
105374434	NA	NA	4p13
105374435	NA	NA	2p23.1
105374436	NA	NA	4p13
105374438	NA	NA	4p13
105374439	NA	NA	4p12
105374440	NA	NA	4p12
105374441	NA	NA	4p12
105374442	NA	NA	4p12
105374443	NA	NA	4p12
105374444	NA	NA	4p12
105374445	NA	NA	4p11
105374449	NA	NA	2p23.1-p22.3
105374453	NA	NA	2p22.3
105374454	NA	NA	2p22.3
105374455	NA	NA	2p22.3
105374456	NA	NA	2p22.3
105374457	NA	NA	2p22.3
105374458	NA	NA	2p22.3
105374459	NA	NA	2p22.3
105374461	NA	NA	2p22.3
105374464	NA	NA	2p22.2
105374465	NA	NA	2p22.2
105374466	NA	NA	2p22.2
105374467	NA	NA	2p22.2
105374468	NA	NA	2p22.1
105374470	NA	NA	2p22.1
105374471	NA	NA	2p22.1
105374473	NA	NA	2p22.1
105374474	NA	NA	4p16.1
105374475	NA	NA	2p22.1
105374476	NA	NA	4p16.1
105374478	NA	NA	4p16.1
105374479	NA	NA	4p16.1
105374480	NA	NA	4p16.1
105374481	NA	NA	4p16.1
105374482	NA	NA	4p16.1
105374483	NA	NA	4p15.33
105374484	NA	NA	4p15.33
105374488	NA	NA	4p16.1
105374489	NA	NA	4p15.33
105374490	NA	NA	4p15.33
105374491	NA	NA	2p22.1
105374492	NA	NA	4p15.33
105374493	NA	NA	4p15.33
105374494	NA	NA	4p15.33
105374495	NA	NA	4p15.33
105374496	NA	NA	4p15.33
105374497	NA	NA	2p22.1
105374498	NA	NA	4p15.33
105374501	NA	NA	4p15.32
105374502	NA	NA	4p15.32
105374505	NA	NA	4p15.32
105374506	NA	NA	2p22.1-p21
105374507	NA	NA	4p15.32
105374510	NA	NA	4p15.31
105374511	NA	NA	4p15.31
105374513	NA	NA	4p15.31
105374514	NA	NA	4p15.31
105374515	NA	NA	4p15.31
105374516	NA	NA	4p15.2
105374517	NA	NA	2p21
105374519	NA	NA	4p15.2
105374520	NA	NA	4p15.2
105374521	NA	NA	4p15.2
105374523	NA	NA	4p15.2
105374524	NA	NA	4p15.2
105374525	NA	NA	4p15.2
105374527	NA	NA	4p15.2
105374528	NA	NA	4p15.2
105374531	NA	NA	2p21
105374534	NA	NA	4p15.2
105374535	NA	NA	4p15.2
105374536	NA	NA	4p15.2
105374537	NA	NA	2p21
105374538	NA	NA	4p15.2
105374540	NA	NA	4p15.2
105374541	NA	NA	4p15.2
105374542	NA	NA	4p15.2
105374545	NA	NA	4p15.2
105374546	NA	NA	4p15.2
105374547	NA	NA	4p15.2
105374548	NA	NA	4p15.2-p15.1
105374549	NA	NA	4p15.1
105374550	NA	NA	4p15.1
105374552	NA	NA	4p15.1
105374553	NA	NA	4p15.1
105374555	NA	NA	2p21
105374556	NA	NA	4p15.1
105374557	NA	NA	4p15.1
105374558	NA	NA	4p15.1
105374559	NA	NA	4p15.1
105374561	NA	NA	4p15.1
105374562	NA	NA	4p15.1
105374564	NA	NA	4p15.1
105374565	NA	NA	4p15.1
105374566	NA	NA	4p15.1
105374567	NA	NA	2p21
105374568	NA	NA	2p21
105374570	NA	NA	2p21
105374571	NA	NA	2p21
105374573	NA	NA	2p21
105374576	NA	NA	2p21
105374577	NA	NA	2p21
105374580	NA	NA	2p21
105374581	NA	NA	2p21
105374582	NA	NA	2p21
105374584	NA	NA	2p21
105374588	NA	NA	2p21
105374589	NA	NA	2p16.3
105374590	NA	NA	2p16.3
105374591	NA	NA	2p16.3
105374592	NA	NA	2p16.3
105374593	NA	NA	2p16.3
105374594	NA	NA	2p16.3
105374595	NA	NA	2p16.3
105374596	NA	NA	2p16.3
105374597	NA	NA	2p16.3
105374598	NA	NA	2p16.2
105374600	NA	NA	2p16.2
105374601	NA	NA	2p16.2
105374602	NA	NA	5p15.33
105374606	NA	NA	5p15.33
105374607	NA	NA	5p15.33
105374608	NA	NA	5p15.33
105374610	NA	NA	2p16.2
105374612	NA	NA	5p15.33
105374614	NA	NA	5p15.33
105374615	NA	NA	2p16.2
105374616	NA	NA	5p15.33
105374618	NA	NA	5p15.33
105374620	NA	NA	5p15.33
105374621	NA	NA	5p15.33
105374624	NA	NA	5p15.33
105374625	NA	NA	5p15.33
105374626	NA	NA	5p15.33
105374627	NA	NA	5p15.33
105374629	NA	NA	5p15.32
105374630	NA	NA	5p15.32
105374631	NA	NA	5p15.32
105374634	NA	NA	5p15.32
105374636	NA	NA	5p15.32
105374639	NA	NA	5p15.31
105374640	NA	NA	2p16.2
105374641	NA	NA	5p15.31
105374642	NA	NA	5p15.31
105374643	NA	NA	5p15.31
105374644	NA	NA	5p15.31
105374645	NA	NA	5p15.31
105374646	NA	NA	5p15.31
105374647	NA	NA	5p15.31
105374648	NA	NA	5p15.31
105374649	NA	NA	5p15.31
105374651	NA	NA	5p15.2
105374652	NA	NA	5p15.2
105374653	NA	NA	2p16.2
105374654	NA	NA	5p15.2
105374655	NA	NA	5p15.2
105374656	NA	NA	5p15.2
105374657	NA	NA	5p15.2
105374658	NA	NA	5p15.2
105374659	NA	NA	5p15.2
105374660	NA	NA	5p15.2
105374661	NA	NA	5p15.2
105374662	NA	NA	2p16.1
105374663	NA	NA	5p15.1
105374664	NA	NA	5p15.1
105374666	NA	NA	5p15.1
105374667	NA	NA	2p16.1
105374668	NA	NA	5p15.1
105374669	NA	NA	5p14.3
105374672	NA	NA	5p14.3
105374673	NA	NA	5p14.3
105374674	NA	NA	2p16.1
105374676	NA	NA	5p14.3
105374677	NA	NA	5p14.3
105374678	NA	NA	5p14.3
105374681	NA	NA	5p14.3
105374682	NA	NA	5p14.3
105374683	NA	NA	5p14.3
105374685	NA	NA	5p14.3
105374686	NA	NA	5p14.3
105374687	NA	NA	5p14.3
105374688	NA	NA	5p14.2
105374689	NA	NA	5p14.2
105374690	NA	NA	2p16.1
105374693	NA	NA	5p14.1
105374694	NA	NA	5p14.1
105374695	NA	NA	5p14.1
105374696	NA	NA	5p14.1
105374697	NA	NA	2p16.1
105374698	NA	NA	5p14.1
105374699	NA	NA	5p13.3
105374701	NA	NA	5p14.1
105374702	NA	NA	5p13.3
105374703	NA	NA	5p13.3
105374704	NA	NA	5p13.3
105374705	NA	NA	5p13.3
105374706	NA	NA	5p13.3
105374707	NA	NA	5p13.3
105374709	NA	NA	5p13.3
105374711	NA	NA	5p13.3
105374714	NA	NA	5p13.3
105374715	NA	NA	5p13.3
105374716	NA	NA	5p13.3
105374717	NA	NA	5p13.3
105374719	NA	NA	5p13.2
105374721	NA	NA	5p13.2
105374723	NA	NA	5p13.2
105374724	NA	NA	5p13.2
105374726	NA	NA	2p16.1
105374727	NA	NA	5p13.2
105374728	NA	NA	5p13.2
105374729	NA	NA	5p13.2
105374730	NA	NA	5p13.2
105374731	NA	NA	5p13.2
105374732	NA	NA	5p13.1
105374733	NA	NA	5p13.1
105374735	NA	NA	5p13.1
105374736	NA	NA	5p13.1
105374737	NA	NA	5p13.1
105374739	NA	NA	5p13.1
105374740	NA	NA	5p13.1
105374744	NA	NA	2p16.1
105374745	NA	NA	5p12
105374746	NA	NA	5p12
105374748	NA	NA	5p12
105374749	NA	NA	5p12
105374754	NA	NA	2p16.1
105374758	NA	NA	2p15
105374759	NA	NA	2p15
105374760	NA	NA	2p15
105374761	NA	NA	2p15
105374764	NA	NA	2p15
105374768	NA	NA	2p14
105374769	NA	NA	2p14
105374771	NA	NA	2p14
105374772	NA	NA	2p14
105374773	NA	NA	2p14
105374774	NA	NA	2p14
105374775	NA	NA	2p14
105374776	NA	NA	2p14
105374777	NA	NA	2p14
105374780	NA	NA	2p14
105374781	NA	NA	2p14
105374785	NA	NA	2p14
105374786	NA	NA	2p14
105374789	NA	NA	2p14
105374790	NA	NA	2p13.3
105374791	NA	NA	2p13.3
105374792	NA	NA	2p13.3
105374794	NA	NA	2p13.3
105374795	NA	NA	2p13.3
105374796	NA	NA	2p13.3
105374797	NA	NA	2p13.3
105374798	NA	NA	2p13.2
105374800	NA	NA	2p13.2
105374802	NA	NA	2p13.1
105374803	NA	NA	2p13.1
105374804	NA	NA	2p13.1
105374807	NA	NA	2p13.1
105374808	NA	NA	2p13.1
105374809	NA	NA	2p12
105374810	NA	NA	2p12
105374811	NA	NA	2p12
105374812	NA	NA	2p12
105374813	NA	NA	2p12
105374814	NA	NA	2p12
105374815	NA	NA	2p12
105374816	NA	NA	2p12
105374817	NA	NA	2p12
105374819	NA	NA	2p12
105374820	NA	NA	2p12
105374821	NA	NA	2p12
105374822	NA	NA	2p12
105374823	NA	NA	2p12
105374824	NA	NA	2p12
105374827	NA	NA	2p12
105374828	NA	NA	2p12
105374829	NA	NA	2p12
105374831	NA	NA	2p12
105374832	NA	NA	2p12
105374833	NA	NA	2p11.2
105374834	NA	NA	2p11.2
105374836	NA	NA	2p11.2
105374837	NA	NA	2p11.2
105374838	NA	NA	2p11.2
105374839	NA	NA	2p11.2
105374841	NA	NA	2p11.2
105374842	NA	NA	2p11.2
105374843	NA	NA	2p11.2
105374845	NA	NA	2p11.2
105374846	NA	NA	2p11.2
105374847	NA	NA	2p11.2
105374848	NA	NA	2p11.2
105374851	NA	NA	2p11.2
105374852	NA	NA	2p11.2
105374853	NA	NA	2p11.2
105374854	NA	NA	2p11.2
105374855	NA	NA	2p11.2
105374857	NA	NA	NA
105374858	NA	NA	NA
105374859	NA	NA	NA
105374862	NA	NA	2p11.2
105374866	NA	NA	2p11.2
105374868	NA	NA	2p11.2
105374869	NA	NA	6p25.3
105374870	NA	NA	6p25.3
105374873	NA	NA	6p25.3
105374875	NA	NA	6p25.3
105374879	NA	NA	6p25.3
105374880	NA	NA	6p25.3
105374882	NA	NA	6p25.3
105374883	NA	NA	6p25.3
105374885	NA	NA	6p25.2
105374887	NA	NA	6p25.2
105374888	NA	NA	6p25.2
105374889	NA	NA	6p25.2
105374890	NA	NA	6p25.2
105374893	NA	NA	6p25.2
105374894	NA	NA	6p25.1
105374895	NA	NA	6p25.1
105374897	NA	NA	6p25.1
105374898	NA	NA	6p25.1
105374901	NA	NA	6p25.1
105374902	NA	NA	6p25.1
105374903	NA	NA	6p25.1
105374904	NA	NA	6p25.1
105374906	NA	NA	6p24.3
105374907	NA	NA	6p24.3
105374910	NA	NA	6p24.3
105374911	NA	NA	6p24.3
105374912	NA	NA	6p24.3
105374913	NA	NA	6p24.3
105374914	NA	NA	6p24.3
105374918	NA	NA	6p24.3
105374919	NA	NA	6p24.3
105374920	NA	NA	6p24.3
105374921	NA	NA	6p24.3
105374923	NA	NA	6p24.2
105374924	NA	NA	6p24.2
105374925	NA	NA	6p24.2
105374927	NA	NA	6p24.2
105374928	NA	NA	6p24.2
105374929	NA	NA	6p24.2
105374931	NA	NA	6p24.1
105374933	NA	NA	6p24.1
105374934	NA	NA	6p24.1
105374935	NA	NA	6p24.1
105374936	NA	NA	6p24.1
105374937	NA	NA	6p23
105374938	NA	NA	6p23
105374939	NA	NA	6p23
105374940	NA	NA	6p23
105374942	NA	NA	6p23
105374943	NA	NA	6p23
105374944	NA	NA	6p23
105374945	NA	NA	6p23
105374946	NA	NA	6p23
105374947	NA	NA	6p22.3
105374948	NA	NA	6p22.3
105374949	NA	NA	6p22.3
105374951	NA	NA	6p22.3
105374952	NA	NA	6p22.3
105374953	NA	NA	6p22.3
105374955	NA	NA	6p22.3
105374956	NA	NA	6p22.3
105374957	NA	NA	6p22.3
105374958	NA	NA	6p22.3
105374959	NA	NA	6p22.3
105374960	NA	NA	6p22.3
105374961	NA	NA	6p22.3
105374963	NA	NA	6p22.3
105374965	NA	NA	6p22.3
105374966	NA	NA	6p22.3
105374968	NA	NA	6p22.3
105374970	NA	NA	6p22.3
105374971	NA	NA	6p22.3
105374972	NA	NA	6p22.3
105374973	NA	NA	6p22.3
105374974	NA	NA	6p22.3
105374975	NA	NA	6p22.3
105374976	NA	NA	6p22.3
105374978	6	NA	6p22.3
105374981	NA	NA	6p22.3
105374985	NA	NA	6p22.2
105374986	NA	NA	6p22.2
105374988	NA	NA	6p22.2
105374989	NA	NA	6p22.2
105374991	NA	NA	6p22.2
105374992	NA	NA	6p22.2
105374995	NA	NA	6p22.1
105374996	NA	NA	6p22.1
105374997	NA	NA	6p22.1
105374998	NA	NA	6p22.1
105375001	NA	NA	6p22.1
105375002	NA	NA	6p22.1
105375003	NA	NA	6p22.1
105375005	NA	NA	6p22.1
105375006	NA	NA	6p22.1
105375008	NA	NA	6p22.1
105375009	CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__6__CHR_HSCHR6_MHC_COX_CTG1	NA	6p22.1
105375010	NA	NA	6p22.1
105375011	NA	NA	6p22.1
105375012	NA	NA	6p22.1
105375013	NA	NA	6p21.33
105375014	NA	NA	6p21.33
105375015	NA	NA	6p21.33
105375018	NA	NA	6p21.33
105375019	NA	NA	6p21.33
105375020	NA	NA	6p21.33
105375021	NA	NA	6p21.32
105375022	NA	NA	6p21.32
105375023	NA	NA	6p21.31
105375024	NA	NA	6p21.31
105375025	NA	NA	6p21.31
105375026	NA	NA	6p21.31
105375027	NA	NA	6p21.31
105375028	NA	NA	6p21.31
105375034	NA	NA	6p21.31
105375035	NA	NA	6p21.31
105375036	NA	NA	6p21.31
105375037	NA	NA	6p21.31
105375038	NA	NA	6p21.2
105375040	NA	NA	6p21.2
105375044	NA	NA	6p21.2
105375045	NA	NA	6p21.2
105375046	NA	NA	6p21.2
105375047	NA	NA	6p21.2
105375049	NA	NA	6p21.2
105375050	NA	NA	6p21.2
105375051	NA	NA	6p21.1
105375052	NA	NA	6p21.1
105375053	NA	NA	6p21.1
105375055	NA	NA	6p21.1
105375056	NA	NA	6p21.1
105375059	NA	NA	6p21.1
105375060	NA	NA	6p21.1
105375061	NA	NA	6p21.1
105375063	NA	NA	6p21.1
105375064	NA	NA	6p21.1
105375065	NA	NA	6p21.1
105375067	NA	NA	6p21.1
105375068	NA	NA	6p21.1
105375069	NA	NA	6p21.1
105375070	NA	NA	6p21.1
105375072	NA	NA	6p21.1
105375074	NA	NA	6p21.1
105375075	NA	NA	6p21.1
105375077	NA	NA	6p21.1
105375078	NA	NA	6p21.1
105375079	NA	NA	6p12.3
105375080	NA	NA	6p12.3
105375081	NA	NA	6p12.3
105375082	NA	NA	6p12.3
105375084	NA	NA	6p12.3
105375085	NA	NA	6p12.3
105375087	NA	NA	6p12.3
105375091	NA	NA	6p12.2
105375095	6	NA	6p12.1
105375097	NA	NA	6p12.1
105375098	NA	NA	6p12.1
105375100	NA	NA	6p12.1
105375101	NA	NA	6p11.2
105375102	NA	NA	6p11.2
105375103	NA	NA	6p11.2
105375106	NA	NA	6p22.2
105375107	NA	NA	6p22.1
105375112	NA	NA	7p22.3
105375113	NA	NA	7p22.3
105375114	NA	NA	7p22.3
105375115	NA	NA	7p22.3
105375116	NA	NA	7p22.3
105375118	NA	NA	7p22.3
105375119	NA	NA	7p22.3
105375120	NA	NA	7p22.3
105375122	NA	NA	7p22.3
105375123	NA	NA	7p22.3
105375124	NA	NA	7p22.3
105375126	NA	NA	7p22.3
105375127	NA	NA	7p22.3
105375128	NA	NA	7p22.3
105375130	NA	NA	7p22.2
105375131	NA	NA	7p22.2
105375132	NA	NA	7p22.2
105375133	NA	NA	7p22.1
105375134	NA	NA	7p22.1
105375138	NA	NA	7p22.1
105375142	NA	NA	7p21.3
105375144	NA	NA	7p21.3
105375145	NA	NA	7p21.3
105375146	NA	NA	7p21.3
105375147	NA	NA	7p21.3
105375148	NA	NA	7p21.3
105375149	NA	NA	7p21.3
105375150	NA	NA	7p21.3
105375151	NA	NA	7p21.3
105375153	NA	NA	7p21.3
105375154	NA	NA	7p21.3
105375155	NA	NA	7p21.3
105375156	NA	NA	7p21.3
105375157	NA	NA	7p21.3
105375158	NA	NA	7p21.3
105375161	NA	NA	7p21.2
105375162	NA	NA	7p21.2
105375164	NA	NA	7p21.2
105375166	NA	NA	7p21.2
105375167	NA	NA	7p21.2
105375168	NA	NA	7p21.2
105375169	NA	NA	7p21.1
105375170	NA	NA	7p21.1
105375171	NA	NA	7p21.1
105375172	NA	NA	7p21.1
105375176	NA	NA	7p21.1
105375179	NA	NA	7p21.1
105375180	NA	NA	7p21.1
105375181	NA	NA	7p21.1
105375183	NA	NA	7p15.3
105375184	NA	NA	7p15.3
105375185	NA	NA	7p15.3
105375186	NA	NA	7p15.3
105375187	NA	NA	7p15.3
105375188	NA	NA	7p15.3
105375191	NA	NA	7p15.3
105375192	NA	NA	7p15.3
105375193	NA	NA	7p15.3
105375194	NA	NA	7p15.3
105375195	NA	NA	7p15.3
105375196	NA	NA	7p15.3
105375198	NA	NA	7p15.2
105375199	NA	NA	7p15.2
105375200	NA	NA	7p15.2
105375202	NA	NA	7p15.2
105375206	NA	NA	7p15.2
105375207	NA	NA	7p15.2
105375208	NA	NA	7p15.1
105375210	NA	NA	7p15.2
105375211	NA	NA	7p15.2
105375213	NA	NA	7p14.3
105375215	NA	NA	7p14.3
105375216	NA	NA	7p14.3
105375217	NA	NA	7p14.3
105375218	NA	NA	7p14.3
105375219	NA	NA	7p14.3
105375220	NA	NA	7p14.3
105375221	NA	NA	7p14.3
105375222	NA	NA	7p14.3
105375224	NA	NA	7p14.3
105375228	NA	NA	7p14.2
105375230	NA	NA	7p14.2
105375231	NA	NA	7p14.2
105375233	NA	NA	7p14.2
105375235	NA	NA	7p14.2
105375236	NA	NA	7p14.1
105375237	NA	NA	7p14.1
105375238	NA	NA	7p14.1
105375239	NA	NA	7p14.1
105375240	NA	NA	7p14.1
105375241	NA	NA	7p14.1
105375242	NA	NA	7p14.1
105375243	NA	NA	7p14.1
105375244	NA	NA	7p14.1
105375245	NA	NA	7p14.1
105375246	NA	NA	7p14.1
105375247	NA	NA	7p14.1
105375248	NA	NA	7p14.1
105375249	NA	NA	7p14.1
105375250	NA	NA	7p14.1
105375251	NA	NA	7p14.1
105375252	NA	NA	7p14.1
105375253	NA	NA	7p14.1
105375257	NA	NA	7p13
105375258	NA	NA	7p13
105375259	NA	NA	7p13
105375260	NA	NA	7p13
105375261	NA	NA	7p13
105375262	NA	NA	7p13
105375264	NA	NA	7p12.3
105375265	NA	NA	7p12.3
105375266	NA	NA	7p12.3
105375267	NA	NA	7p12.3
105375268	NA	NA	7p12.3
105375270	NA	NA	7p12.3
105375271	NA	NA	7p12.3
105375272	NA	NA	7p12.3
105375273	NA	NA	7p12.3
105375277	NA	NA	7p12.1
105375278	NA	NA	7p12.1
105375282	NA	NA	7p12.1
105375283	NA	NA	7p12.1
105375284	NA	NA	7p11.2
105375287	NA	NA	7p11.2
105375288	NA	NA	7p11.2
105375289	NA	NA	7p11.2
105375291	NA	NA	7p11.2
105375292	NA	NA	7p11.2
105375294	NA	NA	7p11.2
105375295	NA	NA	7p11.2
105375296	NA	NA	7p11.2
105375297	NA	NA	7p11.2
105375298	NA	NA	7p11.2
105375299	NA	NA	7p11.2
105375300	NA	NA	7p11.2
105375301	NA	NA	7p11.2
105375302	NA	NA	7p11.2
105375303	NA	NA	7p22.3
105375304	NA	NA	7p15.2
105375310	NA	NA	2q11.2
105375311	NA	NA	2q12.2
105375313	NA	NA	7q11.21
105375314	NA	NA	7q11.21
105375315	NA	NA	7q11.21
105375317	NA	NA	7q11.21
105375318	NA	NA	7q11.21
105375319	NA	NA	7q11.21
105375321	NA	NA	7q11.21
105375322	NA	NA	7q11.21
105375323	NA	NA	7q11.21
105375324	NA	NA	7q11.21
105375326	NA	NA	7q11.21
105375328	NA	NA	7q11.21
105375329	NA	NA	7q11.21
105375330	NA	NA	7q11.21
105375333	NA	NA	7q11.21
105375334	NA	NA	7q11.21
105375336	NA	NA	7q11.21
105375337	NA	NA	7q11.21
105375340	NA	NA	7q11.22
105375341	NA	NA	7q11.22
105375342	NA	NA	7q11.22
105375343	NA	NA	7q11.22
105375344	NA	NA	7q11.22
105375345	NA	NA	7q11.22
105375346	NA	NA	7q11.22
105375347	NA	NA	7q11.22
105375350	NA	NA	7q11.23
105375352	NA	NA	7q11.23
105375355	CHR_HSCHR7_2_CTG4_4__7	NA	7q11.23
105375356	NA	NA	7q11.23
105375358	NA	NA	7q11.23
105375359	NA	NA	7q11.23
105375361	NA	NA	7q11.23
105375363	NA	NA	7q11.23
105375366	NA	NA	7q21.11
105375368	NA	NA	7q21.11
105375369	NA	NA	7q21.11
105375370	NA	NA	7q21.11
105375371	NA	NA	7q21.11
105375372	NA	NA	7q21.11
105375373	NA	NA	7q21.11
105375376	NA	NA	7q21.11
105375377	NA	NA	7q21.11
105375378	NA	NA	7q21.11
105375380	NA	NA	7q21.11
105375382	NA	NA	7q21.12
105375384	NA	NA	7q21.12
105375386	NA	NA	7q21.12
105375387	NA	NA	7q21.13
105375392	NA	NA	7q21.13
105375396	NA	NA	7q21.2
105375397	NA	NA	7q21.2
105375400	NA	NA	7q21.3
105375401	NA	NA	7q21.3
105375402	NA	NA	7q21.3
105375403	NA	NA	7q21.3
105375404	NA	NA	7q21.3
105375405	NA	NA	7q21.3
105375409	NA	NA	7q21.3
105375410	NA	NA	7q21.3
105375411	NA	NA	7q21.3
105375412	NA	NA	7q21.3
105375414	NA	NA	7q21.3
105375416	NA	NA	7q21.3
105375417	NA	NA	7q21.3
105375418	NA	NA	7q22.1
105375419	NA	NA	7q22.1
105375421	NA	NA	7q22.1
105375422	NA	NA	7q22.1
105375423	NA	NA	7q22.1
105375426	NA	NA	7q22.1
105375427	NA	NA	7q22.1
105375429	NA	NA	7q22.1
105375430	NA	NA	7q22.1
105375431	NA	NA	7q22.1
105375433	NA	NA	7q22.1
105375434	NA	NA	7q22.1
105375435	NA	NA	7q22.1
105375436	NA	NA	7q22.2
105375440	NA	NA	7q22.3
105375441	NA	NA	7q22.3
105375443	NA	NA	7q22.3
105375444	NA	NA	7q31.1
105375445	NA	NA	7q31.1
105375446	NA	NA	7q31.1
105375448	NA	NA	7q31.1
105375450	NA	NA	7q31.1
105375451	NA	NA	7q31.1
105375452	NA	NA	7q31.1
105375456	NA	NA	7q31.1
105375457	NA	NA	7q31.1
105375461	NA	NA	7q31.2
105375462	NA	NA	7q31.2
105375463	NA	NA	7q31.2
105375465	NA	NA	7q31.2
105375466	NA	NA	7q31.2
105375467	NA	NA	7q31.2
105375468	NA	NA	7q31.2
105375469	NA	NA	7q31.31
105375470	NA	NA	7q31.31
105375471	NA	NA	7q31.31
105375472	NA	NA	7q31.31
105375473	NA	NA	7q31.31
105375475	NA	NA	7q31.31
105375477	NA	NA	7q31.31
105375478	NA	NA	7q31.32
105375481	NA	NA	7q31.32
105375482	NA	NA	7q31.32
105375483	NA	NA	7q31.32
105375484	NA	NA	7q31.33
105375486	NA	NA	7q31.33
105375487	NA	NA	7q31.33
105375488	NA	NA	7q31.33
105375489	NA	NA	7q32.1
105375490	NA	NA	7q31.33-q32.1
105375492	NA	NA	7q32.1
105375493	NA	NA	7q32.1
105375494	NA	NA	7q32.1
105375497	NA	NA	7q32.1
105375500	NA	NA	7q32.1
105375501	NA	NA	7q32.2
105375503	NA	NA	7q32.2
105375504	NA	NA	7q32.2
105375505	NA	NA	7q32.2
105375508	NA	NA	7q32.2-q32.3
105375509	NA	NA	7q32.3
105375511	NA	NA	7q32.3
105375512	NA	NA	7q33
105375513	NA	NA	7q33
105375514	NA	NA	7q33
105375517	NA	NA	7q33
105375518	NA	NA	7q33
105375519	NA	NA	7q33
105375520	NA	NA	7q33
105375521	NA	NA	7q33
105375522	NA	NA	7q33
105375523	NA	NA	7q33
105375524	NA	NA	7q33
105375525	NA	NA	7q33
105375527	NA	NA	7q33
105375530	NA	NA	7q34
105375532	NA	NA	7q34
105375534	NA	NA	7q34
105375535	NA	NA	7q34
105375536	NA	NA	7q34
105375537	NA	NA	7q34
105375538	NA	NA	7q34
105375539	NA	NA	7q34
105375541	NA	NA	7q34
105375542	NA	NA	7q34
105375543	NA	NA	7q34
105375544	NA	NA	7q34
105375545	NA	NA	7q34
105375546	NA	NA	7q34
105375547	NA	NA	7q35
105375548	NA	NA	7q35
105375549	NA	NA	7q35
105375551	NA	NA	7q35
105375552	NA	NA	7q35
105375553	NA	NA	7q35
105375554	NA	NA	7q36.1
105375556	NA	NA	7q35
105375557	NA	NA	7q36.1
105375559	NA	NA	7q36.1
105375560	NA	NA	7q36.1
105375563	NA	NA	7q36.1
105375564	NA	NA	7q36.1
105375566	NA	NA	7q36.1
105375567	NA	NA	7q36.1
105375570	NA	NA	7q36.1
105375571	NA	NA	7q36.1
105375574	NA	NA	7q36.1
105375577	NA	NA	7q36.2
105375578	NA	NA	7q36.2
105375579	NA	NA	7q36.2
105375580	NA	NA	7q36.2
105375581	NA	NA	7q36.2
105375582	NA	NA	7q36.2
105375584	NA	NA	7q36.2
105375586	NA	NA	7q36.3
105375587	NA	NA	7q36.3
105375588	NA	NA	7q36.3
105375589	NA	NA	7q36.3
105375591	NA	NA	7q36.3
105375592	NA	NA	7q36.3
105375593	NA	NA	7q36.3
105375594	NA	NA	7q36.3
105375597	NA	NA	7q36.3
105375599	NA	NA	7q36.3
105375601	NA	NA	7q36.3
105375602	NA	NA	7q36.3
105375603	NA	NA	7q36.3
105375604	NA	NA	7q36.3
105375605	NA	NA	7q36.3
105375606	NA	NA	7q36.3
