gene	chromosome	map_location
23327	18	18q21.31
23328	6	6q24.3-q25.1
23329	12	12q14.3
23331	22	22q12.1
23332	2	2q14.2-q14.3
23333	7	7p14.2
23334	1	1p34.2
23335	18	18q21.31
23336	15	15q26.3
23338	5	5q31.1
23339	15	15q15.1
2334	X	Xq28
23341	1	1p36.21
23344	12	12q13.2
23345	6	6q25.2
23347	18	18p11.32
23348	13	13q32.3
23349	9	9p13.3
2335	2	2q35
23350	3	3q23
23351	14	14q12
23352	1	1p36.13
23353	7	7p22.3
23354	19	19q13.12
23355	3	3q27.2
23357	14	14q24.3
23358	1	1p32.3
23361	16	16p11.2
23362	8	8p22
23363	2	2q35
23365	11	11q23.3
23366	7	7p14.2
23367	5	5q33.2
23368	14	14q32.33
23369	2	2p24.1
23371	12	12q13.13
23373	19	19p13.11
23376	6	6q16.1
23378	11	11p15.4
23379	5	5p15.32
23380	1	1q32.1
23381	1	1q22
23382	7	7q32.1
23383	19	19p13.11
23384	22	22q11.23
23385	1	1q23.2
23386	7	7p13
23387	11	11q23.3
23389	12	12q24.21
2339	8	8p11.21
23390	12	12q21.2
23392	9	9q31.3
23394	20	20q13.13
23395	3	3p21.31
23396	19	19p13.3
23397	2	2q11.2
23398	5	5q12.3
23399	17	17p13.1
23400	1	1p36.13
23401	10	10q24.1
23403	19	19q13.32
23404	9	9q34.12
23405	14	14q32.13
23406	16	16q24.1
23408	6	6p23
23409	12	12q24.23-q24.31
23410	11	11p15.5
23411	10	10q21.3
23412	10	10p12.2
23413	9	9q34.11
23414	8	8q23.1
23415	17	17q21.2
23416	12	12q13.12
23417	16	16q23.3
23418	1	1q31.3
2342	14	14q23.3
23421	1	1p31.3
23423	15	15q25.1
23424	9	9q22.33
23426	12	12q14.3
23428	14	14q11.2
23430	16	16p13.3
23431	15	15q21.2
23432	1	1q24.2
23433	2	2p21
23434	3	3q21.3
23435	1	1p36.22
23436	1	1p36.12
23438	5	5q31.3
23439	X	Xq24
23440	5	5q14.1
23443	1	1p21.2
23446	9	9q31.1-q31.2
23450	16	16q22.1
23451	2	2q33.1
23452	9	9q33.3
23456	1	1q42.13
23457	12	12q24.31
2346	11	11p11.12
23460	17	17q24.2-q24.3
23461	17	17q24.3
23462	8	8q21.13
23463	1	1p36.31
23464	22	22q13.1
23466	22	22q13.1
23467	22	22q13.1
23468	12	12q13.13
23469	6	6q12
23471	8	8q13.3
23473	3	3p25.1
23474	19	19q13.31
23475	16	16p11.2
23476	19	19p13.12
23478	15	15q25.2-q25.3
23479	12	12q23.3
2348	11	11q13.4
23480	7	7p11.2
23481	22	22q12.2
23483	13	13q32.1
23484	8	8p12
23491	16	16q22.1
23492	22	22q13.1
23493	6	6q22.31
23495	17	17p11.2
23498	2	2p21
23499	1	1p34.3
2350	11	11q13.4
23500	6	6p21.2
23503	14	14q24.1
23504	12	12q24.33
23505	2	2q11.2
23506	6	6p21.1
23507	1	1p22.2
23508	14	14q24.2
23509	20	20q11.21
23510	17	17q25.1
23511	9	9q34.11
23512	17	17q11.2
23514	8	8q11.21
23515	21	21q22.12
23516	8	8p21.3
23517	5	5q11.2
23518	2	2q21.3
23519	12	12q13.11
2352	11	11q13.4
23520	4	4q32.3
23521	19	19q13.33
23524	16	16p13.3
23526	19	19p13.3
23527	3	3q29
23528	1	1q32.1
23529	11	11q13.2
2353	14	14q24.3
23530	5	5p12
23531	17	17q22
23533	17	17p13.1
23534	7	7q32.1
23536	16	16q23.1
23538	11	11p15.4
23539	22	22q13.1
2354	19	19q13.32
23541	22	22q12.2
23542	22	22q13.33
23544	22	22q12.1
23545	12	12q24.31
23546	19	19q13.33
23548	5	5p13.1
23549	2	2q35
2355	2	2p23.2
23550	2	2q14.1
23551	22	22q12.3
23552	9	9q22.1
23553	7	7q31.32
23554	7	7q31.31
23555	10	10q22.1
23556	18	18q21.33
23557	1	1q21.3
23558	17	17q25.1
23559	2	2p13.1
2356	9	9q34.11
23560	10	10p15.3
23562	21	21q22.13
23563	16	16q23.1
23566	1	1p22.3
23567	5	5q35.2
23568	16	16q13
2357	19	19q13.41
23576	1	1p22.3
2358	19	19q13.41
23580	17	17q25.1
23581	19	19p13.12
23582	15	15q15.2
23583	12	12q13.13
23584	11	11q24.2
23585	1	1p36.11
23586	9	9p21.1
23587	17	17p13.1
23588	14	14q21.3
23589	16	16p13.2
2359	19	19q13.41
23590	10	10p12.1
23591	17	17q21.31
23592	12	12q14.3
23593	6	6q24.1
23594	16	16q11.2
23595	6	6q15
23596	1	1q43
23597	X	Xp22.11
23598	22	22q12.2
23600	5	5p13.2
23601	7	7q34
23603	12	12q24.11
23604	15	15q22.31
23607	6	6p12.3
23608	7	7q34
23609	3	3p25.2
23612	1	1q32.1
23613	20	20q13.12
23614	17	17q11.2
23615	17	17q11.2
23616	22	22q13.1
23617	22	22q11.21
23619	19	19q13.43
23620	2	2p25.1
23621	11	11q23.3
23623	1	1q22
23624	19	19q13.32
23625	11	11q13.1
23626	20	20q13.31
23627	20	20p13
23629	6	6q22.31
23630	X	Xq23
23632	1	1q21.2
23633	1	1p35.2
23635	5	5q14.1
23636	19	19q13.33
23637	9	9q33.2-q33.3
23639	8	8q24.22
23640	19	19q13.42
23641	X	Xq27.1
23642	11	11q12.3
23643	8	8q21.11
23644	16	16q22.1
23645	19	19q13.33
23646	19	19q13.2
23647	11	11p15.4
23648	1	1p32.3
23649	11	11q13.1
23650	11	11q23.3
23654	22	22q13.33
23657	4	4q28.3
23658	7	7p14.3
23659	16	16q22.1
23660	7	7q22.1
23670	9	9q21.13
23671	2	2q32.3
23673	1	1p35.3
23676	X	Xp22.12
23677	2	2q37.2
23678	8	8q13.1
23682	11	11q14.2
23683	2	2p22.2
23704	2	2q36.1
23705	11	11q23.3
23708	X	Xp11.22
23710	12	12p13.2
23729	17	17p13.2
23731	9	9q31.3
23732	9	9q31.3
23741	15	15q21.1
23742	15	15q11.2
23743	5	5q14.1
23746	17	17p13.2
23753	22	22q11.21
23759	22	22q11.21
23760	22	22q12.1
23761	22	22q12.2
23762	22	22q12.2
23764	22	22q13.1
23765	22	22q11.1
23767	20	20p12.1
23768	14	14q31.3
23769	11	11q13.1
23770	19	19p13.11
23774	22	22q13.33
23779	22	22q13.31
23780	22	22q12.3
23782	22	22q12.3
23783	22	22q11.1
23784	22	22q11.1
23786	22	22q11.21
23787	6	6p21.2
238	2	2p23.2-p23.1
239	17	17p13.1
2395	9	9q21.11
24	1	1p22.1
241	13	13q12.3
24137	X	Xq13.1
24138	10	10q23.31
24139	19	19q13.32
24140	X	Xp11.23
24141	20	20p12.2
24142	3	3p21.31
24144	22	22q12.1
24145	11	11q21
24146	7	7q22.1
24147	11	11p13
24148	20	20q13.33
24149	6	6p21.1
24150	16	16p11.2
242	17	17p13.1
2444	6	6q22.1
245711	2	2p23.2
245802	11	11q12.2
245806	6	6q22.1
245812	7	7q22.1
245908	8	8p23.1
245911	11	11q13.4
245912	8	8p23.1
245913	6	6p12.3
245915	6	6p12.3
245927	6	6p12.3
245928	6	6p12.3
245929	20	20q11.21
245930	20	20q11.21
245932	20	20q11.21
245934	20	20q11.21
245935	20	20q11.21
245936	20	20q11.21
245937	20	20q11.21
245938	20	20p13
245939	20	20p13
245972	8	8q21.3
245973	2	2p25.1
246	17	17p13.2
246100	X	Xq28
246119	Y	Yq11.223
246122	Y	Yp11.2
246126	Y	Yq11.222-q11.223
246175	4	4q21.1
246176	17	17q12
246181	1	1p36.13|1p35-p36.1
246182	1	1p13.2
246184	9	9q32
246213	12	12q23.1
246243	2	2p25.3
246269	6	6q21
246312	21	21q21.1
246329	12	12q13.3
246330	11	11q13.2
246705	21	21q21.3
246721	7	7q22.1
246754	17	17q22
246777	15	15q23
246778	16	16p12.1-p11.2
247	17	17p13.1
2475	1	1p36.22
248	2	2q37.1
2487	2	2q32.1
2488	11	11p14.1
249	1	1p36.12
2491	X	Xq22.1
2492	2	2p16.3
2494	1	1q32.1
2495	11	11q12.3
2498	5	2p23.3
25	9	9q34.12
250	2	2q37.1
251	2	2q37.1
2512	19	19q13.33
2516	9	9q33.3
2517	1	1p36.11
2519	6	6q24.2
2520	17	17q21.2
2521	16	16p11.2
2523	19	19q13.33
2524	19	19q13.33
2525	19	19p13.3
2526	11	11q21
2527	19	19p13.3
2528	19	19p13.3
252839	1	1q32.1
252884	18	18q12.2
2529	9	9q34.3
252948	Y	Yp11.2
252950	Y	Yp11.2
252951	Y	Yp11.2
252952	Y	Yp11.2
252954	Y	Yp11.2
252969	8	8p23.1
252983	17	17q22
252995	1	1p35.1
2530	14	14q23.3
253012	7	7q21.2
253017	4	4q13.1
253039	9	9q33.2
253044	15	15q24.3
2531	18	18q21.33
253128	12	12p13.31
253143	22	22q12.2
253152	1	1p22.1
253175	Y	Yq11.23
253190	22	22q13.2
2532	1	1q23.2
253260	5	5p13.1
253264	10	10q22.2
2533	5	5p13.1
253314	5	5q35.2
2534	6	6q21
253430	10	10q21.1
253461	3	3q23
2535	17	17q21.31
253512	13	13q14.13
253558	2	2p23.1
253573	3	3q27.3
253582	6	6q22.33
253635	2	2p22.2
253639	3	3p22.1
253650	9	9p13.1
2537	1	1p35.3
253714	6	6q16.1
253724	12	12q23.3
253725	10	10q11.22
253738	10	10q26.3
253769	6	6q27
253782	2	2q24.3
2538	17	17q21.31
253827	12	12q14.3
253832	13	13q12.11
2539	X	Xq28
253935	11	11q22.1
253943	8	8q12.3
253959	14	14q13.2
253962	17	17q21.33
253980	16	16p11.2
253982	16	16p11.2
254013	12	12p11.21
254028	14	14q11.2
254042	2	2q31.1
254048	7	7q34
254050	12	12q24.31
254065	X	Xq21.1
254099	1	1p36.33
254100	11	11q13.1
254102	11	11q13.1
254122	11	11q13.1
254128	2	2q14.3
254158	X	Xp22.11
254170	14	14q21.1
254173	1	1p36.33
254187	11	11q13.1
254225	11	11q13.4
254228	6	6q22.1
254240	22	22q12.3
254251	4	4p15.31
254263	11	11q13.2
254268	1	1p13.3
254272	17	17p11.2
254295	9	9q34.11
2543	X	Xp11.23
254312	10	10p14
254359	11	11q13.2
254394	6	6q22.31
254427	10	10p14
254428	1	1q32.1
254439	11	11q13.2
254531	15	15q14
254552	11	11q13.2
254559	15	15q26.1
2547	22	22q13.2
254773	2	2q11.2
254778	8	8q13.1
254783	12	12q13.2
254786	12	12q13.2
2548	17	17q25.3
254887	3	3q13.31
2549	4	4q31.21
254910	1	1q21.3
254950	21	21q22.11
254956	9	9q33.2
254958	8	8q21.2
254973	9	9q33.2
255022	10	10q24.33
255025	3	3q11.2
255031	7	7p13
255043	19	19q13.42
255057	19	19p13.3
255061	17	17q21.33
255082	10	10q26.11
2551	21	21q21.3
255101	2	2q35
255104	1	1p36.13
255119	4	4q21.21
255130	4	4q12
255167	5	5p15.31
255189	15	15q15.1
255193	19	19p13.3
255220	9	9q31.3
255231	1	1p22.3
255239	11	11q23.2
255252	15	15q15.2
255275	17	17q25.3
2553	15	15q21.2
255308	12	12p13.2
255313	X	Xq24
255324	4	4q13.3
255330	3	3q21.3
255349	22	22q11.23
255374	7	7q22.1
255394	12	12q23.3
2554	5	5q34
255403	4	4p16.3
255411	12	12q13.12
255426	5	5q35.3
255480	12	12q24.21
255488	6	6p22.3
2555	4	4p12
255512	11	11p15.5
255520	4	4q31.1
2556	X	Xq28
255626	6	6p22.2
255631	1	1p22.3
255654	1	1q44
2557	4	4p12
255725	11	11p15.4
255738	1	1p32.3
255743	4	4q24
255758	3	3q29
255783	19	19q13.32
255798	3	3q29
2558	15	15q12
255809	19	19p13.2
255812	3	3q29
255877	17	17p13.1
2559	5	5q34
255919	16	16q12.1
255926	8	8p11.22
255928	1	1q32.2
255967	13	13q12.2
2560	4	4p12
256006	5	5q13.3
256021	12	12q21.33
256051	19	19q13.43
256076	3	3q22.1
2561	5	5q34
256126	19	19p13.13
256130	7	7p21.1
256144	11	11p11.2
256148	11	11p11.2
256158	9	9q34.11
2562	15	15q12
256223	17	17p11.2
256227	7	7p15.3
256236	19	19q13.33
256281	14	14q32.33
256297	10	10p12.2
2563	1	1p36.33
256302	17	17p11.2
256309	4	4q35.1
256355	7	7p15.3
256356	3	3q23
256364	11	11q12.3
256380	6	6q21
256394	14	14q32.13
2564	X	Xq28
256435	1	1p31.1
256471	4	4q28.2
256472	11	11q13.2
2565	4	4p12
256536	10	10q26.3
256586	15	15q21.2
2566	5	5q34
256643	X	Xp22.12
256646	15	15q14
2567	15	15q12
256710	12	12q21.2
256714	X	Xp22.12
256764	15	15q21.3
2568	5	5q35.1
256815	10	10p12.2
256892	11	11p15.4
2569	6	6q15
256933	17	17q25.3
256949	19	19p13.2
256979	7	7p12.3
256987	5	5q14.1
257	1	1p13.3
2570	6	6q15
257000	19	19p13.3
257019	9	9q21.32
257044	1	1q44
257062	19	19p13.3
257068	3	3q13.2
2571	2	2q31.1
257101	1	1p36.11
257106	1	1q23.3
257160	11	11q23.3
257169	9	9q32
257177	1	1q23.3
257194	1	1p31.1
2572	10	10p12.1
257203	21	21q22.13
257218	6	6q24.3
257236	4	4p16.1
257240	X	Xp22.12
257313	3	3q28
257358	5	5q35.1
257364	15	15q24.2
257396	5	5q11.2
257397	X	Xp21.2
257407	2	2q37.1
257415	7	7q21.2
25758	11	11p13
25759	19	19p13.3
25763	X	Xp11.4
25764	15	15q15.3
25766	12	12q13.12
25769	9	9p22.1-p21.3
25770	22	22q12.1
25771	22	22q13.31
25775	22	22q12.3
25776	22	22q13.1
25777	22	22q13.1
25778	1	1q32.1
25780	2	2p22.3
25782	1	1q41
25786	22	22q11.21
25787	22	22q11.21
25788	8	8q22.1
25789	19	19p13.11
25790	1	1q23.2
25791	2	2q37.1
25792	9	9q34.11
25793	22	22q12.3
25794	17	17q25.3
25796	19	19p13.11
25797	2	2p22.2
25798	7	7q21.3
25799	19	19q13.43
258	4	4q13.3
2580	4	4p16.3
25800	18	18q12.2
25801	2	2q24.2
258010	11	11p14.3
25802	1	1q32.1
25803	6	6p21.31
25804	19	19p13.11
25805	10	10p12.1
25806	2	2p13.3
25807	22	22q12.2
25809	22	22q13.2
2581	14	14q31.3
25812	22	22q11.22
25813	22	22q13.31
25814	22	22q13.31
25816	5	5q23.1
25817	22	22q13.32
25818	19	19q13.41
25819	4	4q31.1
2582	1	1p36.11
25820	15	15q24.1
25821	6	6q13
25822	9	9p13.3
25823	16	16p13.3
25824	11	11q13.1
25825	21	21q22.2-q22.3
25826	2	2q37.1
25827	3	3p22.3
25828	22	22q12.3
25829	22	22q13.1
2583	12	12q13.3
25830	22	22q13.31
25831	14	14q12
25832	1	1q21.2
25833	11	11q23.3
25836	5	5p13.2
25837	16	16p13.3
25839	16	16q22.1
2584	17	17q25.1
25840	12	12q13.12
25841	11	11p13
25842	6	6q22.31
25843	2	2q33.1
25844	6	6p21.1
25847	3	3q22.2
25849	4	4q13.3
2585	15	15q21.1-q21.2
25850	19	19q13.12
25851	7	7q21.3
25852	3	3q22.3
25853	9	9p13.3
25854	4	4q35.1
25855	11	11q13.2
25858	11	11q13.1
25859	5	5q12.1
25861	9	9q32
25862	6	6p21.1
25864	3	3p21.2
25865	19	19q13.32
2587	18	18q23
25870	7	7p11.2
25871	3	3q13.2
25873	19	19p13.3
25874	1	1q24.2
25875	12	12q13.12
25876	20	20p13
25878	X	Xp22.33
25879	8	8q22.3
2588	16	16q24.3
25880	16	16p13.2
25884	11	11q13.4
25885	2	2p11.2
25886	3	3p21.2
25888	19	19q13.33
2589	18	18q12.2
25890	3	3q12.2
25891	11	11p13
25893	1	1q44
25894	16	16q22.1
25895	12	12q14.1
25896	1	1q32.3
25897	8	8q22.2
25898	4	4q21.1
259	9	9q32
2590	1	1q42.13
25900	12	12p13.31
25901	6	6q24.1
25902	6	6q25.1
25903	1	1q23.3
25904	3	3p22.3
25906	11	11q13.4
25907	3	3p21.31
25909	1	1q44
2591	2	2q24.3
25911	10	10q24.32
25912	1	1q21.3
25913	7	7q31.33
25914	18	18q22.2
25915	3	3p21.31
25917	3	3p25.3
259173	3	3p21.31
2592	9	9p13.3
25920	9	9q34.3
25921	11	11q12.1
259217	10	10q25.3
25923	11	11q13.1
259230	10	10q11.23
259232	13	13q32.3-q33.1
259234	21	21q22.13
259236	3	3p21.31
259239	20	20q13.12
25924	3	3p22.1
259240	20	20q13.12
259249	11	11p15.1|11
25925	18	18q11.2
25926	17	17q24.2
259266	1	1q31.3
25927	2	2p14
25928	7	7p21.2
259282	4	4p15.33
259283	1	1p36.11
259285	7	7q34
259286	7	7q34
25929	5	5q33.2
2593	19	19p13.3
25930	3	3p21.31
259307	19	19q13.33
259308	9	9p13.3
25932	1	1p36.11
25934	9	9q31.1
25936	1	1q32.3
25937	3	3q25.1
25938	14	14q12
25939	20	20q11.23
25940	2	2p22.3
25941	18	18q12.2
25942	15	15q24.2
25943	20	20p13
25945	3	3q13.13
25946	12	12q13.13
25948	7	7p14.3
25949	1	1p36.11
2595	15	15q15.1
25950	1	1p21.3
25953	2	2q35
25956	10	10q24.31
25957	6	6q16.2
25959	19	19p13.2
2596	3	3q13.31
25960	8	8p11.23
25961	10	10q22.2
25962	8	8q22.1
25963	15	15q15.1
25966	21	21q22.3
2597	12	12p13.31
25970	16	16p11.2
25972	2	2q11.2
25973	1	1p32.3
25974	1	1p34.1
25975	X	Xp22.2
25976	3	3q25.31
25977	12	12p13.31
25978	3	3p11.2
25979	17	17p11.2
25980	20	20q11.23
25981	3	3p21.1
25983	14	14q11.2
25987	11	11q13.5
25988	11	11q23.3
25989	15	15q24.1
25992	2	2q37.3
25994	3	3p22.1
25996	11	11q23.2
25999	19	19q13.12
26	7	7q36.1
26000	16	16p11.2
26001	17	17p13.2
26002	6	6q23.2
26003	2	2q31.1
26005	11	11q13.4
26007	11	11q12.2
26009	1	1p31.1
26010	2	2q33.1
26011	11	11q14.1
26012	9	9q34.3
26013	20	20q13.12
26015	15	15q15.1
26017	19	19p13.11
26019	10	10p14
26020	14	14q11.2
26022	17	17q11.2
26024	7	7q22.1
26025	5	5q31.3
26027	1	1p32.3
260293	1	1p33|1
26030	14	14q23.3
26031	7	7p15.3
26032	3	3p22.3
26033	10	10q25.3
260334	18	18p11.32
26034	6	6q25.2
260341	7	7p22.3
26035	15	15q23
26036	6	6p12.1
26037	14	14q24.2
26038	1	1p36.31
26039	20	20q13.33
26040	18	18q12.3
260425	1	1p13.2
260429	16	16p13.3
26043	3	3q29
260434	16	16p11.2
260436	4	4q13.3|4q13
26045	5	5q31.2
26046	21	21q21.3
26048	16	16p13.3
26049	5	5q13.3
26050	13	13q31.2
26051	20	20q11.23
26052	1	1q24.3
26053	7	7q11.22
26054	6	6q14.1
26056	2	2p13.2
26057	4	4q13.3
26058	2	2q37.1
26059	3	3p14.3
26060	3	3p14.3
26061	3	3p25.1
26062	7	7q31.32
26064	5	5p13.2
26070	11	11q12.2
26071	X	Xq26.3
26073	17	17q11.2
26074	20	20p11.23
26077	16	16q13
26080	22	13q11
26082	15	15q13.2
26083	17	17q11.2
26085	19	19q13.41
26086	9	9q34.3
26088	22	22q13.1
26090	20	20p11.21
26091	10	10q21.3
26092	1	1q25.2
26093	19	19q13.32
26094	14	14q24.2
26095	10	10q11.22
26097	1	1q21.3
26098	10	10q26.2
26099	1	1p36.13
26100	7	7p22.1
26103	10	10q23.1
26108	15	15q21.3
26112	5	5q33.1
26115	17	17q23.2-q23.3
26118	17	17q11.1
26119	1	1p36.11
26122	2	2q23.1
26123	10	10q24.1
26127	12	12p11.23
26128	10	10q22.1
26130	9	9q33.3
26133	20	20q11.22
26134	9	9q31.2
26135	1	1p31.3
26136	7	7q31.2
26137	3	3q13.31
26138	8	8q12.1
26140	3	3p25.3
26145	19	19q13.32
26146	2	2q37.3
26147	9	9q33.2
26149	9	9q21.11
2615	11	11q13.5
26150	22	22q13.31
26151	17	17q25.1
26152	20	20p11.21
26153	14	14q32.33
26154	2	2q35
26155	1	1p36.33
26156	16	16p13.13
26157	7	7q36.1
26160	2	2p23.3
26164	20	20q13.33
26165	9	9q12
26166	8	8q22.2
26167	5	5q31.3
26168	17	17p13.1
2617	7	7p14.3
261726	1	1q24.2
261729	7	7q21.13
26173	7	7p22.3
261734	1	1p36.31
26184	16	16p13.3
26188	1	1q44
26189	17	17p13.3
2619	9	9q21.33
26190	9	9q33.2
26191	1	1p13.2
262	6	6q21
2620	11	11p14.3
26205	20	20q13.33
26206	9	9p13.3
26207	17	17q24.2
2621	13	13q34
26212	6	6p22.1
26219	9	9q33.2
2622	16	16q24.3
26222	22	22q11.21
26223	5	5q31.1
26224	13	13q22.3
26225	2	2q23.3
26226	22	22q11.23
26227	1	1p12
26228	4	4q13.2
26229	11	11q12.3
2623	X	Xp11.23
26230	6	6q25.2-q25.3
26231	16	16q22.1
26232	1	1p36.22
26234	4	4p15.32
26235	6	6q16.1-q16.2
26239	1	1q21.3
2624	3	3q21.3
26240	6	6p25.2
26245	1	1q44
26246	1	1q44
26247	1	1q44
26248	9	9q31.3
26249	5	5q31.2
2625	10	10p14
26251	18	18q23
26253	12	12p13.31
26254	1	1q32.1
26255	8	8q13.1
26256	18	18q11.2
26257	14	14q13.3
26258	15	15q21.1
26259	12	12q24.22
26260	8	8p23.3
26261	7	7q22.1
26262	5	5q35.2
26263	15	15q24.2
26266	7	7q33
26267	9	9p13.2
26268	6	6p12.1
26269	4	4q34.1
2627	18	18q11.2
26270	1	1p36.22
26271	6	6q25.2
26272	5	5p13.1
26273	11	11p13
26275	2	2q32.2
26276	15	15q26.1
26278	13	13q12.12
26279	1	1p36.12
2628	15	15q21.1
26280	X	Xq22.3
26281	8	8p22
26284	17	17q11.2
26285	21	21q21.3
26286	22	22q13.2
26287	10	10q24.2
26289	1	1p31.1
26290	12	12p13.32
26291	19	19q13.33
26292	1	1p34.3
26297	11	11p15.1
26298	11	11p13
2630	1	1q22
26301	9	9q34.2
2631	7	7p11.2
2632	3	3p12.2
2633	1	1p22.2
26330	19	19q13.12
26333	19	19p13.12
26338	11	11q12.1
26339	3	3q11.2
2634	1	1p22.2
26341	3	3q11.2
26343	11	11p15.4
2635	1	1p22.2
26353	12	12q24.23
26354	3	3p21.1
26355	3	3q21.1
2636	7	7q36.1
2637	2	2q37.2
2638	4	4q13.3
2639	19	19p13.13
2641	2	2q24.2
2642	17	17q25.3
2643	14	14q22.2
2644	15	15q15.1
2645	7	7p13
2646	2	2p23.3
26468	9	9q33.2
26469	2	2q21.1
2647	12	12q13.2
26470	16	16p11.2
26471	16	16p11.2
26472	11	11q13.1
26476	1	1q23.2
2648	17	17q21.2
2649	9	9q33.3
26492	11	11q24.2
26493	11	11q24.2
26494	11	11q24.2
26497	11	11q24.2
26499	14	14q23.3-q24.1
265	X	Xp22.2
2650	9	9q21.13
26502	17	17q25.3
26503	6	6q13
26504	2	2q11.2
26505	2	2q11.2
26507	10	10q24.2
26508	1	1p34.2
26509	10	10q23.33
26511	4	4q12
26512	13	13q14.3
26515	11	11p15.4
26517	19	19p13.3
26519	11	11q12.1
2652	X	Xq28
26520	14	14q23.1
26521	11	11q23.1
26523	1	1p34.3
26524	13	13q12.11
26525	2	2q14.1
26526	19	19p13.2
26528	19	19p13.3
2653	16	16q23.2
26532	19	19p13.12
26533	14	14q11.2
26534	14	14q11.2
26538	19	19p13.12
26539	19	19p13.12
26548	X	Xq13.1
26575	6	6q25.2
26576	X	Xq28
26577	3	3q23
26578	9	9q21.13
26579	11	11q13.3
2658	10	10q11.22
26580	11	11q12.3
26586	13	13q14.3
26589	15	15q25.3
26595	11	11q24.2
266	Y	Yp11.2
2660	2	2q32.2
26608	7	7q11.23
26609	X	Xp22.31
2661	5	5q31.1
26610	11	11p13
2662	10	10q11.22
2664	X	Xq28
26648	19	19p13.2
2665	10	10p15.1
266553	6	6p24.3
26658	19	19p13.12
26659	19	19p13.12
266629	22	22q12.2
26664	19	19p13.12
266655	9	9q34.2
266675	1	1p34.1
266697	22	22q11.21
266722	13	13q32.1
266727	6	6p21.2
266740	X	Xq28
266743	11	11q13.2
266747	22	22q11.23
2668	5	5p13.2
266812	4	4q22.1|4q21-q22
26682	15	15q26.3
26683	5	5q35.3
26686	14	14q11.2
26687	14	14q11.2
26689	17	17q22
2669	8	8q22.1
266917	21	21q21.2
266919	21	21q22.11
26693	5	5q35.3
266971	10	10q23.33
266977	6	6p12.3|6
267	16	16q13
2670	17	17q21.31
267002	1	1q44
267010	22	22q13.2
267012	13	13q33.2|13q34
267020	22	22q13.2
2671	16	16p13.3
2672	1	1p22.1
2673	2	2p13.3
26735	9	9q33.2
26737	9	9q33.2
2674	10	10q25.3
26740	9	9q33.2
26747	13	13q14.12
26749	X	Xp11.23
2675	8	8p21.3
26750	1	1q32.3
26751	2	2p25.3
2676	5	5q31.2
26762	5	5q33.3
26765	20	20q13.13
26766	8	8q11.23
26767	20	20p12.3
26768	1	1p35.3
26769	1	1q25.1
2677	2	2p11.2
26770	1	1q25.1
26772	17	17q11.2
26774	1	1q25.1
26776	20	20q11.23
26777	20	20q11.23
26779	X	Xq24
26782	1	1p22.1
26783	9	9q33.3
26785	5	5q31.2
26788	16	16p13.3
26789	12	12q13.3
26793	20	20p13
26796	2	2p23.2
26798	2	2q33.3
26799	6	6q14.3
268	19	19p13.3
26800	17	17p11.2
26802	1	1q25.1
26806	1	1q25.1
26807	22	22q13.1
26808	17	17q11.2
2681	9	9q33.2
26810	19	19p13.13
26812	19	19p13.3
26821	5	5q31.2
26822	11	11p15.1
26824	1	1p35.3
26828	1	1p34.1
26829	1	1p36.22
2683	9	9p21.1
26830	1	1p34.1
26831	15	15q22.31
26832	15	15q22.31
26834	12	12q24.23
26835	12	12q24.23
26855	11	11q12.3
2686	20	20q11.22
2687	22	22q11.23
26872	7	7q21.13
26873	8	8q24.3
2688	17	17q23.3
2689	17	17q23.3
269	12	12q13.13
2690	5	5p13.1-p12
2691	20	20q11.23
2692	7	7p14.3
2693	3	3q26.31
2694	11	11q12.1
2695	17	17q21.32
26952	4	4q13.3
26953	9	9p24.1
26958	7	7q32.2
2696	19	19q13.32
26960	13	13q13.3
2697	6	6q22.31
26974	19	19q13.31
26984	3	3q21.1
26985	10	10q22.2
26986	8	8q22.3
26993	19	19p13.12
26994	1	1p32.3
26995	9	9q34.11
26996	3	3q26.2
26998	3	3q27.3
26999	5	5q33.3
27	1	1q25.2
270	1	1p13.2
2700	13	13q12.11
27000	7	7q22.1
27004	14	14q32.13
27005	1	1q23.3
27006	19	19p13.3
2701	1	1p34.3
27012	8	8q23.2
27013	2	2q35
27018	X	Xq22.2
27019	9	9p13.3
2702	1	1q21.2
27020	15	15q24.1
27022	1	1p31.3
27023	15	15q22.2
2703	1	1q21.2
27030	14	14q24.3
27031	3	3q22.1
27032	3	3q22.1
27033	19	19q13.12
27034	11	11q25
27035	X	Xq22.1
27036	19	19q13.41
27037	22	22q11.21
27039	5	5q31.2
27040	16	16p11.2
27042	1	1q32.2
27043	17	17p13.2
27044	7	7q32.1
2705	X	Xq13.1
2706	13	13q12.11
27063	10	10q23.31
27065	4	4p16.3
27067	8	8q21.11
27068	4	4q24
27069	10	10q23.1
2707	1	1p34.3
27071	4	4q23
27072	7	7p14.1
27074	3	3q27.1
27075	7	7p21.1
27076	19	19q13.31
27077	17	17p11.2
27079	15	15q15.1
27085	8	8q24.12
27086	3	3p13
27087	11	11q25
27089	5	5q31.1
2709	1	1p34.3
27090	9	9q34.11
27091	17	17q24.2
27092	17	17q24.2
27094	3	3q26.32
27095	1	1p34.3
27097	1	1q42.13
27098	18	18p11.32
271	1	1p13.3
2710	X	Xp21.2
27101	1	1q25.1
27102	7	7p22.1
27106	19	19p13.11
27107	3	3q12.3
27109	14	14q21.3
27111	20	20p13
27112	X	Xq13.1
27113	19	19q13.32
